Område;Bebyggelsetyp;År;Åldersgrupp;Summa
10101 - Storkyrkan;befintlig bebyggelse;2029;65-79 år;566,2099549
10101 - Storkyrkan;befintlig bebyggelse;2029;80-w;287,6512123
10101 - Storkyrkan;befintlig bebyggelse;2030;0 år;21,59984099
10101 - Storkyrkan;befintlig bebyggelse;2030;1-5 år;96,86411804
10101 - Storkyrkan;befintlig bebyggelse;2030;6-9 år;70,21354947
10101 - Storkyrkan;befintlig bebyggelse;2030;10-12 år;55,73968323
10101 - Storkyrkan;befintlig bebyggelse;2030;13-15 år;54,40377011
10101 - Storkyrkan;befintlig bebyggelse;2030;16-18 år;77,43391355
10101 - Storkyrkan;befintlig bebyggelse;2030;19-24 år;177,0606819
10101 - Storkyrkan;befintlig bebyggelse;2030;25-44 år;753,8406226
10101 - Storkyrkan;befintlig bebyggelse;2030;45-64 år;815,7738739
10101 - Storkyrkan;befintlig bebyggelse;2030;65-79 år;572,8995949
10101 - Storkyrkan;befintlig bebyggelse;2030;80-w;289,102692
10101 - Storkyrkan;befintlig bebyggelse;2031;0 år;21,55367346
10101 - Storkyrkan;befintlig bebyggelse;2031;1-5 år;95,53289001
10101 - Storkyrkan;befintlig bebyggelse;2031;6-9 år;69,86072719
10101 - Storkyrkan;befintlig bebyggelse;2031;10-12 år;54,11096581
10101 - Storkyrkan;befintlig bebyggelse;2031;13-15 år;55,77867484
10101 - Storkyrkan;befintlig bebyggelse;2031;16-18 år;71,21071612
10101 - Storkyrkan;befintlig bebyggelse;2031;19-24 år;175,6120981
10101 - Storkyrkan;befintlig bebyggelse;2031;25-44 år;744,7124023
10101 - Storkyrkan;befintlig bebyggelse;2031;45-64 år;802,1052478
10101 - Storkyrkan;befintlig bebyggelse;2031;65-79 år;579,1868964
10101 - Storkyrkan;befintlig bebyggelse;2031;80-w;291,1726118
10101 - Storkyrkan;befintlig bebyggelse;2032;0 år;21,67248061
10101 - Storkyrkan;befintlig bebyggelse;2032;1-5 år;93,87243368
10101 - Storkyrkan;befintlig bebyggelse;2032;6-9 år;70,17528896
10101 - Storkyrkan;befintlig bebyggelse;2032;10-12 år;51,87168501
10101 - Storkyrkan;befintlig bebyggelse;2032;13-15 år;57,8763475
10101 - Storkyrkan;befintlig bebyggelse;2032;16-18 år;61,52591185
10101 - Storkyrkan;befintlig bebyggelse;2032;19-24 år;177,1556002
10101 - Storkyrkan;befintlig bebyggelse;2032;25-44 år;737,0272384
10101 - Storkyrkan;befintlig bebyggelse;2032;45-64 år;778,6991853
10101 - Storkyrkan;befintlig bebyggelse;2032;65-79 år;587,7003903
10101 - Storkyrkan;befintlig bebyggelse;2032;80-w;298,9395153
10101 - Storkyrkan;befintlig bebyggelse;2033;0 år;21,57785508
10101 - Storkyrkan;befintlig bebyggelse;2033;1-5 år;92,73587003
10101 - Storkyrkan;befintlig bebyggelse;2033;6-9 år;69,71766826
10101 - Storkyrkan;befintlig bebyggelse;2033;10-12 år;52,18755232
10101 - Storkyrkan;befintlig bebyggelse;2033;13-15 år;57,83552481
10101 - Storkyrkan;befintlig bebyggelse;2033;16-18 år;62,12586341
10101 - Storkyrkan;befintlig bebyggelse;2033;19-24 år;169,1049455
10101 - Storkyrkan;befintlig bebyggelse;2033;25-44 år;730,5472025
10101 - Storkyrkan;befintlig bebyggelse;2033;45-64 år;761,9912449
10101 - Storkyrkan;befintlig bebyggelse;2033;65-79 år;593,4044616
10101 - Storkyrkan;befintlig bebyggelse;2033;80-w;301,4514072
10101 - Storkyrkan;befintlig bebyggelse;2034;0 år;21,03749312
10101 - Storkyrkan;befintlig bebyggelse;2034;1-5 år;91,73906406
10101 - Storkyrkan;befintlig bebyggelse;2034;6-9 år;67,87634814
10101 - Storkyrkan;befintlig bebyggelse;2034;10-12 år;51,73533952
10101 - Storkyrkan;befintlig bebyggelse;2034;13-15 år;56,16306924
10101 - Storkyrkan;befintlig bebyggelse;2034;16-18 år;63,14240651
10101 - Storkyrkan;befintlig bebyggelse;2034;19-24 år;164,1004219
10101 - Storkyrkan;befintlig bebyggelse;2034;25-44 år;721,1308261
10101 - Storkyrkan;befintlig bebyggelse;2034;45-64 år;752,4074685
10101 - Storkyrkan;befintlig bebyggelse;2034;65-79 år;600,4399066
10101 - Storkyrkan;befintlig bebyggelse;2034;80-w;298,5899095
10101 - Storkyrkan;nybyggnation;2024;0 år;0
10101 - Storkyrkan;nybyggnation;2024;1-5 år;0
10101 - Storkyrkan;nybyggnation;2024;6-9 år;0
10101 - Storkyrkan;nybyggnation;2024;10-12 år;0
10101 - Storkyrkan;nybyggnation;2024;13-15 år;0
10101 - Storkyrkan;nybyggnation;2024;16-18 år;0
10101 - Storkyrkan;nybyggnation;2024;19-24 år;0
10101 - Storkyrkan;nybyggnation;2024;25-44 år;0
10101 - Storkyrkan;nybyggnation;2024;45-64 år;0
10101 - Storkyrkan;nybyggnation;2024;65-79 år;0
10101 - Storkyrkan;nybyggnation;2024;80-w;0
10101 - Storkyrkan;nybyggnation;2025;0 år;0
10101 - Storkyrkan;nybyggnation;2025;1-5 år;0
10101 - Storkyrkan;nybyggnation;2025;6-9 år;0
10101 - Storkyrkan;nybyggnation;2025;10-12 år;0
10101 - Storkyrkan;nybyggnation;2025;13-15 år;0
10101 - Storkyrkan;nybyggnation;2025;16-18 år;0
10101 - Storkyrkan;nybyggnation;2025;19-24 år;0
10101 - Storkyrkan;nybyggnation;2025;25-44 år;0
10101 - Storkyrkan;nybyggnation;2025;45-64 år;0
10101 - Storkyrkan;nybyggnation;2025;65-79 år;0
10101 - Storkyrkan;nybyggnation;2025;80-w;0
10101 - Storkyrkan;nybyggnation;2026;0 år;0
10101 - Storkyrkan;nybyggnation;2026;1-5 år;0
10101 - Storkyrkan;nybyggnation;2026;6-9 år;0
10101 - Storkyrkan;nybyggnation;2026;10-12 år;0
10101 - Storkyrkan;nybyggnation;2026;13-15 år;0
10101 - Storkyrkan;nybyggnation;2026;16-18 år;0
10101 - Storkyrkan;nybyggnation;2026;19-24 år;0
10101 - Storkyrkan;nybyggnation;2026;25-44 år;0
10101 - Storkyrkan;nybyggnation;2026;45-64 år;0
10101 - Storkyrkan;nybyggnation;2026;65-79 år;0
10101 - Storkyrkan;nybyggnation;2026;80-w;0
10101 - Storkyrkan;nybyggnation;2027;0 år;0
10101 - Storkyrkan;nybyggnation;2027;1-5 år;0
10101 - Storkyrkan;nybyggnation;2027;6-9 år;0
10101 - Storkyrkan;nybyggnation;2027;10-12 år;0
10101 - Storkyrkan;nybyggnation;2027;13-15 år;0
10101 - Storkyrkan;nybyggnation;2027;16-18 år;0
10101 - Storkyrkan;nybyggnation;2027;19-24 år;0
10101 - Storkyrkan;nybyggnation;2027;25-44 år;0
10101 - Storkyrkan;nybyggnation;2027;45-64 år;0
10101 - Storkyrkan;nybyggnation;2027;65-79 år;0
10101 - Storkyrkan;nybyggnation;2027;80-w;0
10101 - Storkyrkan;nybyggnation;2028;0 år;0
10101 - Storkyrkan;nybyggnation;2028;1-5 år;0
10101 - Storkyrkan;nybyggnation;2028;6-9 år;0
10101 - Storkyrkan;nybyggnation;2028;10-12 år;0
10101 - Storkyrkan;nybyggnation;2028;13-15 år;0
10101 - Storkyrkan;nybyggnation;2028;16-18 år;0
10101 - Storkyrkan;nybyggnation;2028;19-24 år;0
10101 - Storkyrkan;nybyggnation;2028;25-44 år;0
10101 - Storkyrkan;nybyggnation;2028;45-64 år;0
10101 - Storkyrkan;nybyggnation;2028;65-79 år;0
10101 - Storkyrkan;nybyggnation;2028;80-w;0
10101 - Storkyrkan;nybyggnation;2029;0 år;0
10101 - Storkyrkan;nybyggnation;2029;1-5 år;0
10101 - Storkyrkan;nybyggnation;2029;6-9 år;0
10101 - Storkyrkan;nybyggnation;2029;10-12 år;0
10101 - Storkyrkan;nybyggnation;2029;13-15 år;0
10101 - Storkyrkan;nybyggnation;2029;16-18 år;0
10101 - Storkyrkan;nybyggnation;2029;19-24 år;0
10101 - Storkyrkan;nybyggnation;2029;25-44 år;0
10101 - Storkyrkan;nybyggnation;2029;45-64 år;0
10101 - Storkyrkan;nybyggnation;2029;65-79 år;0
10101 - Storkyrkan;nybyggnation;2029;80-w;0
10101 - Storkyrkan;nybyggnation;2030;0 år;0
10101 - Storkyrkan;nybyggnation;2030;1-5 år;0
10101 - Storkyrkan;nybyggnation;2030;6-9 år;0
10101 - Storkyrkan;nybyggnation;2030;10-12 år;0
10101 - Storkyrkan;nybyggnation;2030;13-15 år;0
10101 - Storkyrkan;nybyggnation;2030;16-18 år;0
10101 - Storkyrkan;nybyggnation;2030;19-24 år;0
10101 - Storkyrkan;nybyggnation;2030;25-44 år;0
10101 - Storkyrkan;nybyggnation;2030;45-64 år;0
10101 - Storkyrkan;nybyggnation;2030;65-79 år;0
10101 - Storkyrkan;nybyggnation;2030;80-w;0
10101 - Storkyrkan;nybyggnation;2031;0 år;0
10101 - Storkyrkan;nybyggnation;2031;1-5 år;0
10101 - Storkyrkan;nybyggnation;2031;6-9 år;0
10101 - Storkyrkan;nybyggnation;2031;10-12 år;0
10101 - Storkyrkan;nybyggnation;2031;13-15 år;0
10101 - Storkyrkan;nybyggnation;2031;16-18 år;0
10101 - Storkyrkan;nybyggnation;2031;19-24 år;0
10101 - Storkyrkan;nybyggnation;2031;25-44 år;0
10101 - Storkyrkan;nybyggnation;2031;45-64 år;0
10101 - Storkyrkan;nybyggnation;2031;65-79 år;0
10101 - Storkyrkan;nybyggnation;2031;80-w;0
10101 - Storkyrkan;nybyggnation;2032;0 år;0
10101 - Storkyrkan;nybyggnation;2032;1-5 år;0
10101 - Storkyrkan;nybyggnation;2032;6-9 år;0
10101 - Storkyrkan;nybyggnation;2032;10-12 år;0
10101 - Storkyrkan;nybyggnation;2032;13-15 år;0
10101 - Storkyrkan;nybyggnation;2032;16-18 år;0
10101 - Storkyrkan;nybyggnation;2032;19-24 år;0
10101 - Storkyrkan;nybyggnation;2032;25-44 år;0
10101 - Storkyrkan;nybyggnation;2032;45-64 år;0
10101 - Storkyrkan;nybyggnation;2032;65-79 år;0
10101 - Storkyrkan;nybyggnation;2032;80-w;0
10101 - Storkyrkan;nybyggnation;2033;0 år;0
10101 - Storkyrkan;nybyggnation;2033;1-5 år;0
10101 - Storkyrkan;nybyggnation;2033;6-9 år;0
10101 - Storkyrkan;nybyggnation;2033;10-12 år;0
10101 - Storkyrkan;nybyggnation;2033;13-15 år;0
10101 - Storkyrkan;nybyggnation;2033;16-18 år;0
10101 - Storkyrkan;nybyggnation;2033;19-24 år;0
10101 - Storkyrkan;nybyggnation;2033;25-44 år;0
10101 - Storkyrkan;nybyggnation;2033;45-64 år;0
10101 - Storkyrkan;nybyggnation;2033;65-79 år;0
10101 - Storkyrkan;nybyggnation;2033;80-w;0
10101 - Storkyrkan;nybyggnation;2034;0 år;0
10101 - Storkyrkan;nybyggnation;2034;1-5 år;0
10101 - Storkyrkan;nybyggnation;2034;6-9 år;0
10101 - Storkyrkan;nybyggnation;2034;10-12 år;0
10101 - Storkyrkan;nybyggnation;2034;13-15 år;0
10101 - Storkyrkan;nybyggnation;2034;16-18 år;0
10101 - Storkyrkan;nybyggnation;2034;19-24 år;0
10101 - Storkyrkan;nybyggnation;2034;25-44 år;0
10101 - Storkyrkan;nybyggnation;2034;45-64 år;0
10101 - Storkyrkan;nybyggnation;2034;65-79 år;0
10101 - Storkyrkan;nybyggnation;2034;80-w;0
10101 - Storkyrkan;Totalt;2024;0 år;23
10101 - Storkyrkan;Totalt;2024;1-5 år;81
10101 - Storkyrkan;Totalt;2024;6-9 år;64
10101 - Storkyrkan;Totalt;2024;10-12 år;71
10101 - Storkyrkan;Totalt;2024;13-15 år;83
10101 - Storkyrkan;Totalt;2024;16-18 år;94
10101 - Storkyrkan;Totalt;2024;19-24 år;207
10101 - Storkyrkan;Totalt;2024;25-44 år;717
10101 - Storkyrkan;Totalt;2024;45-64 år;950
10101 - Storkyrkan;Totalt;2024;65-79 år;583
10101 - Storkyrkan;Totalt;2024;80-w;205
10101 - Storkyrkan;Totalt;2025;0 år;19,5784864
10101 - Storkyrkan;Totalt;2025;1-5 år;86,0394696
10101 - Storkyrkan;Totalt;2025;6-9 år;67,60481002
10101 - Storkyrkan;Totalt;2025;10-12 år;62,53636751
10101 - Storkyrkan;Totalt;2025;13-15 år;81,13413935
10101 - Storkyrkan;Totalt;2025;16-18 år;92,32601113
10101 - Storkyrkan;Totalt;2025;19-24 år;192,9282294
10101 - Storkyrkan;Totalt;2025;25-44 år;733,4534235
10101 - Storkyrkan;Totalt;2025;45-64 år;930,038132
10101 - Storkyrkan;Totalt;2025;65-79 år;573,5517967
10101 - Storkyrkan;Totalt;2025;80-w;223,905509
10101 - Storkyrkan;Totalt;2026;0 år;21,06823704
10101 - Storkyrkan;Totalt;2026;1-5 år;92,62789245
10101 - Storkyrkan;Totalt;2026;6-9 år;67,26944742
10101 - Storkyrkan;Totalt;2026;10-12 år;47,71780595
10101 - Storkyrkan;Totalt;2026;13-15 år;81,79674223
10101 - Storkyrkan;Totalt;2026;16-18 år;90,30631513
10101 - Storkyrkan;Totalt;2026;19-24 år;185,6129181
10101 - Storkyrkan;Totalt;2026;25-44 år;738,910224
10101 - Storkyrkan;Totalt;2026;45-64 år;919,5517805
10101 - Storkyrkan;Totalt;2026;65-79 år;569,5891995
10101 - Storkyrkan;Totalt;2026;80-w;236,8989327
10101 - Storkyrkan;Totalt;2027;0 år;21,26021655
10101 - Storkyrkan;Totalt;2027;1-5 år;95,19882076
10101 - Storkyrkan;Totalt;2027;6-9 år;71,56018968
10101 - Storkyrkan;Totalt;2027;10-12 år;49,85702246
10101 - Storkyrkan;Totalt;2027;13-15 år;72,02676927
10101 - Storkyrkan;Totalt;2027;16-18 år;86,99107536
10101 - Storkyrkan;Totalt;2027;19-24 år;180,8665595
10101 - Storkyrkan;Totalt;2027;25-44 år;743,0353696
10101 - Storkyrkan;Totalt;2027;45-64 år;909,9853545
10101 - Storkyrkan;Totalt;2027;65-79 år;555,1123836
10101 - Storkyrkan;Totalt;2027;80-w;253,1749216
10101 - Storkyrkan;Totalt;2028;0 år;21,26208737
10101 - Storkyrkan;Totalt;2028;1-5 år;97,74397634
10101 - Storkyrkan;Totalt;2028;6-9 år;69,08961586
10101 - Storkyrkan;Totalt;2028;10-12 år;51,94872088
10101 - Storkyrkan;Totalt;2028;13-15 år;65,00361384
10101 - Storkyrkan;Totalt;2028;16-18 år;84,7660371
10101 - Storkyrkan;Totalt;2028;19-24 år;179,5956387
10101 - Storkyrkan;Totalt;2028;25-44 år;746,9537249
10101 - Storkyrkan;Totalt;2028;45-64 år;880,3433141
10101 - Storkyrkan;Totalt;2028;65-79 år;549,3206884
10101 - Storkyrkan;Totalt;2028;80-w;276,9375454
10101 - Storkyrkan;Totalt;2029;0 år;21,48792725
10101 - Storkyrkan;Totalt;2029;1-5 år;98,37579157
10101 - Storkyrkan;Totalt;2029;6-9 år;67,38262289
10101 - Storkyrkan;Totalt;2029;10-12 år;55,33452362
10101 - Storkyrkan;Totalt;2029;13-15 år;53,15294999
10101 - Storkyrkan;Totalt;2029;16-18 år;84,83715658
10101 - Storkyrkan;Totalt;2029;19-24 år;180,5293812
10101 - Storkyrkan;Totalt;2029;25-44 år;751,791016
10101 - Storkyrkan;Totalt;2029;45-64 år;838,8110264
10101 - Storkyrkan;Totalt;2029;65-79 år;566,2099549
10101 - Storkyrkan;Totalt;2029;80-w;287,6512123
10101 - Storkyrkan;Totalt;2030;0 år;21,59984099
10101 - Storkyrkan;Totalt;2030;1-5 år;96,86411804
10101 - Storkyrkan;Totalt;2030;6-9 år;70,21354947
10101 - Storkyrkan;Totalt;2030;10-12 år;55,73968323
10101 - Storkyrkan;Totalt;2030;13-15 år;54,40377011
10101 - Storkyrkan;Totalt;2030;16-18 år;77,43391355
10101 - Storkyrkan;Totalt;2030;19-24 år;177,0606819
10101 - Storkyrkan;Totalt;2030;25-44 år;753,8406226
10101 - Storkyrkan;Totalt;2030;45-64 år;815,7738739
10101 - Storkyrkan;Totalt;2030;65-79 år;572,8995949
10101 - Storkyrkan;Totalt;2030;80-w;289,102692
10101 - Storkyrkan;Totalt;2031;0 år;21,55367346
10101 - Storkyrkan;Totalt;2031;1-5 år;95,53289001
10101 - Storkyrkan;Totalt;2031;6-9 år;69,86072719
10101 - Storkyrkan;Totalt;2031;10-12 år;54,11096581
10101 - Storkyrkan;Totalt;2031;13-15 år;55,77867484
10101 - Storkyrkan;Totalt;2031;16-18 år;71,21071612
10101 - Storkyrkan;Totalt;2031;19-24 år;175,6120981
10101 - Storkyrkan;Totalt;2031;25-44 år;744,7124023
10101 - Storkyrkan;Totalt;2031;45-64 år;802,1052478
10101 - Storkyrkan;Totalt;2031;65-79 år;579,1868964
10101 - Storkyrkan;Totalt;2031;80-w;291,1726118
10101 - Storkyrkan;Totalt;2032;0 år;21,67248061
10101 - Storkyrkan;Totalt;2032;1-5 år;93,87243368
10101 - Storkyrkan;Totalt;2032;6-9 år;70,17528896
10101 - Storkyrkan;Totalt;2032;10-12 år;51,87168501
10101 - Storkyrkan;Totalt;2032;13-15 år;57,8763475
10101 - Storkyrkan;Totalt;2032;16-18 år;61,52591185
10101 - Storkyrkan;Totalt;2032;19-24 år;177,1556002
10101 - Storkyrkan;Totalt;2032;25-44 år;737,0272384
10101 - Storkyrkan;Totalt;2032;45-64 år;778,6991853
10101 - Storkyrkan;Totalt;2032;65-79 år;587,7003903
10101 - Storkyrkan;Totalt;2032;80-w;298,9395153
10101 - Storkyrkan;Totalt;2033;0 år;21,57785508
10101 - Storkyrkan;Totalt;2033;1-5 år;92,73587003
10101 - Storkyrkan;Totalt;2033;6-9 år;69,71766826
10101 - Storkyrkan;Totalt;2033;10-12 år;52,18755232
10101 - Storkyrkan;Totalt;2033;13-15 år;57,83552481
10101 - Storkyrkan;Totalt;2033;16-18 år;62,12586341
10101 - Storkyrkan;Totalt;2033;19-24 år;169,1049455
10101 - Storkyrkan;Totalt;2033;25-44 år;730,5472025
10101 - Storkyrkan;Totalt;2033;45-64 år;761,9912449
10101 - Storkyrkan;Totalt;2033;65-79 år;593,4044616
10101 - Storkyrkan;Totalt;2033;80-w;301,4514072
10101 - Storkyrkan;Totalt;2034;0 år;21,03749312
10101 - Storkyrkan;Totalt;2034;1-5 år;91,73906406
10101 - Storkyrkan;Totalt;2034;6-9 år;67,87634814
10101 - Storkyrkan;Totalt;2034;10-12 år;51,73533952
10101 - Storkyrkan;Totalt;2034;13-15 år;56,16306924
10101 - Storkyrkan;Totalt;2034;16-18 år;63,14240651
10101 - Storkyrkan;Totalt;2034;19-24 år;164,1004219
10101 - Storkyrkan;Totalt;2034;25-44 år;721,1308261
10101 - Storkyrkan;Totalt;2034;45-64 år;752,4074685
10101 - Storkyrkan;Totalt;2034;65-79 år;600,4399066
10101 - Storkyrkan;Totalt;2034;80-w;298,5899095
10102 - Klara;befintlig bebyggelse;2024;0 år;15
10102 - Klara;befintlig bebyggelse;2024;1-5 år;46
10102 - Klara;befintlig bebyggelse;2024;6-9 år;36
10102 - Klara;befintlig bebyggelse;2024;10-12 år;40
10102 - Klara;befintlig bebyggelse;2024;13-15 år;49
10102 - Klara;befintlig bebyggelse;2024;16-18 år;49
10102 - Klara;befintlig bebyggelse;2024;19-24 år;86
10102 - Klara;befintlig bebyggelse;2024;25-44 år;512
10102 - Klara;befintlig bebyggelse;2024;45-64 år;589
10102 - Klara;befintlig bebyggelse;2024;65-79 år;297
10102 - Klara;befintlig bebyggelse;2024;80-w;113
10102 - Klara;befintlig bebyggelse;2025;0 år;13,95627913
10102 - Klara;befintlig bebyggelse;2025;1-5 år;48,44912319
10102 - Klara;befintlig bebyggelse;2025;6-9 år;38,98256836
10102 - Klara;befintlig bebyggelse;2025;10-12 år;31,7674695
10102 - Klara;befintlig bebyggelse;2025;13-15 år;47,16329708
10102 - Klara;befintlig bebyggelse;2025;16-18 år;50,60732378
10102 - Klara;befintlig bebyggelse;2025;19-24 år;88,48430878
10102 - Klara;befintlig bebyggelse;2025;25-44 år;516,4989798
10102 - Klara;befintlig bebyggelse;2025;45-64 år;573,5805354
10102 - Klara;befintlig bebyggelse;2025;65-79 år;289,7640132
10102 - Klara;befintlig bebyggelse;2025;80-w;118,1695835
10102 - Klara;befintlig bebyggelse;2026;0 år;14,66607236
10102 - Klara;befintlig bebyggelse;2026;1-5 år;54,53225034
10102 - Klara;befintlig bebyggelse;2026;6-9 år;39,14760968
10102 - Klara;befintlig bebyggelse;2026;10-12 år;27,52899525
10102 - Klara;befintlig bebyggelse;2026;13-15 år;42,2322947
10102 - Klara;befintlig bebyggelse;2026;16-18 år;50,40288424
10102 - Klara;befintlig bebyggelse;2026;19-24 år;98,60971221
10102 - Klara;befintlig bebyggelse;2026;25-44 år;504,4572554
10102 - Klara;befintlig bebyggelse;2026;45-64 år;564,5948075
10102 - Klara;befintlig bebyggelse;2026;65-79 år;286,8670571
10102 - Klara;befintlig bebyggelse;2026;80-w;123,0000086
10102 - Klara;befintlig bebyggelse;2027;0 år;15,11616891
10102 - Klara;befintlig bebyggelse;2027;1-5 år;58,19935756
10102 - Klara;befintlig bebyggelse;2027;6-9 år;37,00168532
10102 - Klara;befintlig bebyggelse;2027;10-12 år;27,3526048
10102 - Klara;befintlig bebyggelse;2027;13-15 år;39,17351811
10102 - Klara;befintlig bebyggelse;2027;16-18 år;49,47781305
10102 - Klara;befintlig bebyggelse;2027;19-24 år;104,8992993
10102 - Klara;befintlig bebyggelse;2027;25-44 år;503,2069564
10102 - Klara;befintlig bebyggelse;2027;45-64 år;542,2907207
10102 - Klara;befintlig bebyggelse;2027;65-79 år;290,9819666
10102 - Klara;befintlig bebyggelse;2027;80-w;126,9927655
10102 - Klara;befintlig bebyggelse;2028;0 år;15,50460342
10102 - Klara;befintlig bebyggelse;2028;1-5 år;63,1624806
10102 - Klara;befintlig bebyggelse;2028;6-9 år;35,46662371
10102 - Klara;befintlig bebyggelse;2028;10-12 år;28,10626355
10102 - Klara;befintlig bebyggelse;2028;13-15 år;32,76693554
10102 - Klara;befintlig bebyggelse;2028;16-18 år;48,00427207
10102 - Klara;befintlig bebyggelse;2028;19-24 år;107,9856673
10102 - Klara;befintlig bebyggelse;2028;25-44 år;503,5407602
10102 - Klara;befintlig bebyggelse;2028;45-64 år;512,5621528
10102 - Klara;befintlig bebyggelse;2028;65-79 år;303,0928907
10102 - Klara;befintlig bebyggelse;2028;80-w;131,377581
10102 - Klara;befintlig bebyggelse;2029;0 år;16,06085365
10102 - Klara;befintlig bebyggelse;2029;1-5 år;64,76416565
10102 - Klara;befintlig bebyggelse;2029;6-9 år;34,97036113
10102 - Klara;befintlig bebyggelse;2029;10-12 år;30,91762203
10102 - Klara;befintlig bebyggelse;2029;13-15 år;29,80130268
10102 - Klara;befintlig bebyggelse;2029;16-18 år;44,45023686
10102 - Klara;befintlig bebyggelse;2029;19-24 år;108,6905401
10102 - Klara;befintlig bebyggelse;2029;25-44 år;507,4775896
10102 - Klara;befintlig bebyggelse;2029;45-64 år;491,9257693
10102 - Klara;befintlig bebyggelse;2029;65-79 år;303,4966153
10102 - Klara;befintlig bebyggelse;2029;80-w;135,5877159
10102 - Klara;befintlig bebyggelse;2030;0 år;16,51188783
10102 - Klara;befintlig bebyggelse;2030;1-5 år;65,37440528
10102 - Klara;befintlig bebyggelse;2030;6-9 år;37,32697759
10102 - Klara;befintlig bebyggelse;2030;10-12 år;28,22589701
10102 - Klara;befintlig bebyggelse;2030;13-15 år;29,67983961
10102 - Klara;befintlig bebyggelse;2030;16-18 år;41,88988346
10102 - Klara;befintlig bebyggelse;2030;19-24 år;109,4438528
10102 - Klara;befintlig bebyggelse;2030;25-44 år;504,8214318
10102 - Klara;befintlig bebyggelse;2030;45-64 år;476,2472644
10102 - Klara;befintlig bebyggelse;2030;65-79 år;308,6488344
