Område;Bebyggelsetyp;År;Åldersgrupp;Summa
21603 - Farsta Strand;Totalt;2024;0 år;37
21603 - Farsta Strand;Totalt;2024;1-5 år;260
21603 - Farsta Strand;Totalt;2024;6-9 år;262
21603 - Farsta Strand;Totalt;2024;10-12 år;188
21603 - Farsta Strand;Totalt;2024;13-15 år;184
21603 - Farsta Strand;Totalt;2024;16-18 år;194
21603 - Farsta Strand;Totalt;2024;19-24 år;327
21603 - Farsta Strand;Totalt;2024;25-44 år;1495
21603 - Farsta Strand;Totalt;2024;45-64 år;1354
21603 - Farsta Strand;Totalt;2024;65-79 år;875
21603 - Farsta Strand;Totalt;2024;80-w;415
21603 - Farsta Strand;Totalt;2025;0 år;38,41302231
21603 - Farsta Strand;Totalt;2025;1-5 år;238,699329
21603 - Farsta Strand;Totalt;2025;6-9 år;268,1461423
21603 - Farsta Strand;Totalt;2025;10-12 år;183,5432779
21603 - Farsta Strand;Totalt;2025;13-15 år;195,5921089
21603 - Farsta Strand;Totalt;2025;16-18 år;187,0623842
21603 - Farsta Strand;Totalt;2025;19-24 år;325,732517
21603 - Farsta Strand;Totalt;2025;25-44 år;1501,105716
21603 - Farsta Strand;Totalt;2025;45-64 år;1391,647433
21603 - Farsta Strand;Totalt;2025;65-79 år;942,5378353
21603 - Farsta Strand;Totalt;2025;80-w;448,3913282
21603 - Farsta Strand;Totalt;2026;0 år;41,24021704
21603 - Farsta Strand;Totalt;2026;1-5 år;237,2801677
21603 - Farsta Strand;Totalt;2026;6-9 år;252,6180869
21603 - Farsta Strand;Totalt;2026;10-12 år;190,0181054
21603 - Farsta Strand;Totalt;2026;13-15 år;193,0774957
21603 - Farsta Strand;Totalt;2026;16-18 år;184,5954663
21603 - Farsta Strand;Totalt;2026;19-24 år;330,6263783
21603 - Farsta Strand;Totalt;2026;25-44 år;1496,528523
21603 - Farsta Strand;Totalt;2026;45-64 år;1380,608944
21603 - Farsta Strand;Totalt;2026;65-79 år;941,8434326
21603 - Farsta Strand;Totalt;2026;80-w;456,307522
21603 - Farsta Strand;Totalt;2027;0 år;40,68061871
21603 - Farsta Strand;Totalt;2027;1-5 år;233,1981626
21603 - Farsta Strand;Totalt;2027;6-9 år;239,5139185
21603 - Farsta Strand;Totalt;2027;10-12 år;191,9207659
21603 - Farsta Strand;Totalt;2027;13-15 år;189,8053006
21603 - Farsta Strand;Totalt;2027;16-18 år;188,6617186
21603 - Farsta Strand;Totalt;2027;19-24 år;341,9819395
21603 - Farsta Strand;Totalt;2027;25-44 år;1501,853422
21603 - Farsta Strand;Totalt;2027;45-64 år;1364,867747
21603 - Farsta Strand;Totalt;2027;65-79 år;933,6802246
21603 - Farsta Strand;Totalt;2027;80-w;461,3868689
21603 - Farsta Strand;Totalt;2028;0 år;42,26657849
21603 - Farsta Strand;Totalt;2028;1-5 år;233,0059283
21603 - Farsta Strand;Totalt;2028;6-9 år;228,5744758
21603 - Farsta Strand;Totalt;2028;10-12 år;198,6705623
21603 - Farsta Strand;Totalt;2028;13-15 år;185,4202592
21603 - Farsta Strand;Totalt;2028;16-18 år;197,3959871
21603 - Farsta Strand;Totalt;2028;19-24 år;347,2159413
21603 - Farsta Strand;Totalt;2028;25-44 år;1521,280669
21603 - Farsta Strand;Totalt;2028;45-64 år;1366,46534
21603 - Farsta Strand;Totalt;2028;65-79 år;935,1681103
21603 - Farsta Strand;Totalt;2028;80-w;466,259083
21603 - Farsta Strand;Totalt;2029;0 år;49,03053985
21603 - Farsta Strand;Totalt;2029;1-5 år;254,2583681
21603 - Farsta Strand;Totalt;2029;6-9 år;222,7789435
21603 - Farsta Strand;Totalt;2029;10-12 år;204,4261683
21603 - Farsta Strand;Totalt;2029;13-15 år;195,1241731
21603 - Farsta Strand;Totalt;2029;16-18 år;198,3276834
21603 - Farsta Strand;Totalt;2029;19-24 år;369,5353265
21603 - Farsta Strand;Totalt;2029;25-44 år;1634,308239
21603 - Farsta Strand;Totalt;2029;45-64 år;1384,558415
21603 - Farsta Strand;Totalt;2029;65-79 år;946,3565659
21603 - Farsta Strand;Totalt;2029;80-w;468,2540078
21603 - Farsta Strand;Totalt;2030;0 år;57,24941015
21603 - Farsta Strand;Totalt;2030;1-5 år;281,7465921
21603 - Farsta Strand;Totalt;2030;6-9 år;231,4965773
21603 - Farsta Strand;Totalt;2030;10-12 år;197,7968918
21603 - Farsta Strand;Totalt;2030;13-15 år;201,2447939
21603 - Farsta Strand;Totalt;2030;16-18 år;201,1659457
21603 - Farsta Strand;Totalt;2030;19-24 år;397,1554764
21603 - Farsta Strand;Totalt;2030;25-44 år;1764,731346
21603 - Farsta Strand;Totalt;2030;45-64 år;1419,040408
21603 - Farsta Strand;Totalt;2030;65-79 år;954,8216049
21603 - Farsta Strand;Totalt;2030;80-w;471,4832657
21603 - Farsta Strand;Totalt;2031;0 år;63,9340987
21603 - Farsta Strand;Totalt;2031;1-5 år;304,4265618
21603 - Farsta Strand;Totalt;2031;6-9 år;232,4048508
21603 - Farsta Strand;Totalt;2031;10-12 år;193,7232776
21603 - Farsta Strand;Totalt;2031;13-15 år;210,4092794
21603 - Farsta Strand;Totalt;2031;16-18 år;199,1509744
21603 - Farsta Strand;Totalt;2031;19-24 år;406,781963
21603 - Farsta Strand;Totalt;2031;25-44 år;1851,031848
21603 - Farsta Strand;Totalt;2031;45-64 år;1459,65378
21603 - Farsta Strand;Totalt;2031;65-79 år;955,3916107
21603 - Farsta Strand;Totalt;2031;80-w;481,2102625
21603 - Farsta Strand;Totalt;2032;0 år;68,92062889
21603 - Farsta Strand;Totalt;2032;1-5 år;323,1879113
21603 - Farsta Strand;Totalt;2032;6-9 år;235,7723989
21603 - Farsta Strand;Totalt;2032;10-12 år;188,9013069
21603 - Farsta Strand;Totalt;2032;13-15 år;213,2290984
21603 - Farsta Strand;Totalt;2032;16-18 år;204,9710501
21603 - Farsta Strand;Totalt;2032;19-24 år;407,0766513
21603 - Farsta Strand;Totalt;2032;25-44 år;1910,038029
21603 - Farsta Strand;Totalt;2032;45-64 år;1489,807198
21603 - Farsta Strand;Totalt;2032;65-79 år;959,8480165
21603 - Farsta Strand;Totalt;2032;80-w;489,3463604
21603 - Farsta Strand;Totalt;2033;0 år;71,6755203
21603 - Farsta Strand;Totalt;2033;1-5 år;340,0249082
21603 - Farsta Strand;Totalt;2033;6-9 år;243,3366616
21603 - Farsta Strand;Totalt;2033;10-12 år;189,5257614
21603 - Farsta Strand;Totalt;2033;13-15 år;205,4622172
21603 - Farsta Strand;Totalt;2033;16-18 år;207,5133158
21603 - Farsta Strand;Totalt;2033;19-24 år;407,6134442
21603 - Farsta Strand;Totalt;2033;25-44 år;1947,321992
21603 - Farsta Strand;Totalt;2033;45-64 år;1524,343965
21603 - Farsta Strand;Totalt;2033;65-79 år;986,9240076
21603 - Farsta Strand;Totalt;2033;80-w;503,1320212
21603 - Farsta Strand;Totalt;2034;0 år;73,2004767
21603 - Farsta Strand;Totalt;2034;1-5 år;356,5700603
21603 - Farsta Strand;Totalt;2034;6-9 år;251,2924776
21603 - Farsta Strand;Totalt;2034;10-12 år;187,1488377
21603 - Farsta Strand;Totalt;2034;13-15 år;202,5767592
21603 - Farsta Strand;Totalt;2034;16-18 år;215,0064011
21603 - Farsta Strand;Totalt;2034;19-24 år;406,0111992
21603 - Farsta Strand;Totalt;2034;25-44 år;1980,515738
21603 - Farsta Strand;Totalt;2034;45-64 år;1572,63884
21603 - Farsta Strand;Totalt;2034;65-79 år;1002,50729
21603 - Farsta Strand;Totalt;2034;80-w;521,402948
21604 - Farstanäset;befintlig bebyggelse;2024;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2024;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2025;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2025;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2026;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2026;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2027;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2027;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2028;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2028;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2029;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2029;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2030;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2030;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2031;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2031;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2032;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2032;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2033;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2033;80-w;0
21604 - Farstanäset;befintlig bebyggelse;2034;0 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;1-5 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;6-9 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;10-12 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;13-15 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;16-18 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;19-24 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;25-44 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;45-64 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;65-79 år;0
21604 - Farstanäset;befintlig bebyggelse;2034;80-w;0
21604 - Farstanäset;nybyggnation;2024;0 år;0
21604 - Farstanäset;nybyggnation;2024;1-5 år;0
21604 - Farstanäset;nybyggnation;2024;6-9 år;0
21604 - Farstanäset;nybyggnation;2024;10-12 år;0
21604 - Farstanäset;nybyggnation;2024;13-15 år;0
21604 - Farstanäset;nybyggnation;2024;16-18 år;0
21604 - Farstanäset;nybyggnation;2024;19-24 år;0
21604 - Farstanäset;nybyggnation;2024;25-44 år;0
21604 - Farstanäset;nybyggnation;2024;45-64 år;0
21604 - Farstanäset;nybyggnation;2024;65-79 år;0
21604 - Farstanäset;nybyggnation;2024;80-w;0
21604 - Farstanäset;nybyggnation;2025;0 år;0
21604 - Farstanäset;nybyggnation;2025;1-5 år;0
21604 - Farstanäset;nybyggnation;2025;6-9 år;0
21604 - Farstanäset;nybyggnation;2025;10-12 år;0
21604 - Farstanäset;nybyggnation;2025;13-15 år;0
21604 - Farstanäset;nybyggnation;2025;16-18 år;0
21604 - Farstanäset;nybyggnation;2025;19-24 år;0
21604 - Farstanäset;nybyggnation;2025;25-44 år;0
21604 - Farstanäset;nybyggnation;2025;45-64 år;0
21604 - Farstanäset;nybyggnation;2025;65-79 år;0
21604 - Farstanäset;nybyggnation;2025;80-w;0
21604 - Farstanäset;nybyggnation;2026;0 år;0
21604 - Farstanäset;nybyggnation;2026;1-5 år;0
21604 - Farstanäset;nybyggnation;2026;6-9 år;0
21604 - Farstanäset;nybyggnation;2026;10-12 år;0
21604 - Farstanäset;nybyggnation;2026;13-15 år;0
21604 - Farstanäset;nybyggnation;2026;16-18 år;0
21604 - Farstanäset;nybyggnation;2026;19-24 år;0
21604 - Farstanäset;nybyggnation;2026;25-44 år;0
21604 - Farstanäset;nybyggnation;2026;45-64 år;0
21604 - Farstanäset;nybyggnation;2026;65-79 år;0
21604 - Farstanäset;nybyggnation;2026;80-w;0
21604 - Farstanäset;nybyggnation;2027;0 år;0
21604 - Farstanäset;nybyggnation;2027;1-5 år;0
21604 - Farstanäset;nybyggnation;2027;6-9 år;0
21604 - Farstanäset;nybyggnation;2027;10-12 år;0
21604 - Farstanäset;nybyggnation;2027;13-15 år;0
21604 - Farstanäset;nybyggnation;2027;16-18 år;0
21604 - Farstanäset;nybyggnation;2027;19-24 år;0
21604 - Farstanäset;nybyggnation;2027;25-44 år;0
21604 - Farstanäset;nybyggnation;2027;45-64 år;0
21604 - Farstanäset;nybyggnation;2027;65-79 år;0
21604 - Farstanäset;nybyggnation;2027;80-w;0
21604 - Farstanäset;nybyggnation;2028;0 år;0
21604 - Farstanäset;nybyggnation;2028;1-5 år;0
21604 - Farstanäset;nybyggnation;2028;6-9 år;0
21604 - Farstanäset;nybyggnation;2028;10-12 år;0
21604 - Farstanäset;nybyggnation;2028;13-15 år;0
21604 - Farstanäset;nybyggnation;2028;16-18 år;0
21604 - Farstanäset;nybyggnation;2028;19-24 år;0
21604 - Farstanäset;nybyggnation;2028;25-44 år;0
21604 - Farstanäset;nybyggnation;2028;45-64 år;0
21604 - Farstanäset;nybyggnation;2028;65-79 år;0
21604 - Farstanäset;nybyggnation;2028;80-w;0
21604 - Farstanäset;nybyggnation;2029;0 år;0
21604 - Farstanäset;nybyggnation;2029;1-5 år;0
21604 - Farstanäset;nybyggnation;2029;6-9 år;0
21604 - Farstanäset;nybyggnation;2029;10-12 år;0
21604 - Farstanäset;nybyggnation;2029;13-15 år;0
21604 - Farstanäset;nybyggnation;2029;16-18 år;0
21604 - Farstanäset;nybyggnation;2029;19-24 år;0
21604 - Farstanäset;nybyggnation;2029;25-44 år;0
21604 - Farstanäset;nybyggnation;2029;45-64 år;0
21604 - Farstanäset;nybyggnation;2029;65-79 år;0
21604 - Farstanäset;nybyggnation;2029;80-w;0
21604 - Farstanäset;nybyggnation;2030;0 år;0
21604 - Farstanäset;nybyggnation;2030;1-5 år;0
21604 - Farstanäset;nybyggnation;2030;6-9 år;0
21604 - Farstanäset;nybyggnation;2030;10-12 år;0
21604 - Farstanäset;nybyggnation;2030;13-15 år;0
21604 - Farstanäset;nybyggnation;2030;16-18 år;0
21604 - Farstanäset;nybyggnation;2030;19-24 år;0
21604 - Farstanäset;nybyggnation;2030;25-44 år;0
21604 - Farstanäset;nybyggnation;2030;45-64 år;0
21604 - Farstanäset;nybyggnation;2030;65-79 år;0
21604 - Farstanäset;nybyggnation;2030;80-w;0
21604 - Farstanäset;nybyggnation;2031;0 år;0
21604 - Farstanäset;nybyggnation;2031;1-5 år;0
21604 - Farstanäset;nybyggnation;2031;6-9 år;0
21604 - Farstanäset;nybyggnation;2031;10-12 år;0
21604 - Farstanäset;nybyggnation;2031;13-15 år;0
21604 - Farstanäset;nybyggnation;2031;16-18 år;0
21604 - Farstanäset;nybyggnation;2031;19-24 år;0
21604 - Farstanäset;nybyggnation;2031;25-44 år;0
21604 - Farstanäset;nybyggnation;2031;45-64 år;0
21604 - Farstanäset;nybyggnation;2031;65-79 år;0
21604 - Farstanäset;nybyggnation;2031;80-w;0
21604 - Farstanäset;nybyggnation;2032;0 år;0
21604 - Farstanäset;nybyggnation;2032;1-5 år;0
21604 - Farstanäset;nybyggnation;2032;6-9 år;0
21604 - Farstanäset;nybyggnation;2032;10-12 år;0
21604 - Farstanäset;nybyggnation;2032;13-15 år;0
21604 - Farstanäset;nybyggnation;2032;16-18 år;0
21604 - Farstanäset;nybyggnation;2032;19-24 år;0
21604 - Farstanäset;nybyggnation;2032;25-44 år;0
21604 - Farstanäset;nybyggnation;2032;45-64 år;0
21604 - Farstanäset;nybyggnation;2032;65-79 år;0
21604 - Farstanäset;nybyggnation;2032;80-w;0
21604 - Farstanäset;nybyggnation;2033;0 år;0
21604 - Farstanäset;nybyggnation;2033;1-5 år;0
21604 - Farstanäset;nybyggnation;2033;6-9 år;0
21604 - Farstanäset;nybyggnation;2033;10-12 år;0
21604 - Farstanäset;nybyggnation;2033;13-15 år;0
21604 - Farstanäset;nybyggnation;2033;16-18 år;0
21604 - Farstanäset;nybyggnation;2033;19-24 år;0
21604 - Farstanäset;nybyggnation;2033;25-44 år;0
21604 - Farstanäset;nybyggnation;2033;45-64 år;0
21604 - Farstanäset;nybyggnation;2033;65-79 år;0
21604 - Farstanäset;nybyggnation;2033;80-w;0
21604 - Farstanäset;nybyggnation;2034;0 år;0
21604 - Farstanäset;nybyggnation;2034;1-5 år;0
21604 - Farstanäset;nybyggnation;2034;6-9 år;0
21604 - Farstanäset;nybyggnation;2034;10-12 år;0
21604 - Farstanäset;nybyggnation;2034;13-15 år;0
21604 - Farstanäset;nybyggnation;2034;16-18 år;0
21604 - Farstanäset;nybyggnation;2034;19-24 år;0
21604 - Farstanäset;nybyggnation;2034;25-44 år;0
21604 - Farstanäset;nybyggnation;2034;45-64 år;0
21604 - Farstanäset;nybyggnation;2034;65-79 år;0
21604 - Farstanäset;nybyggnation;2034;80-w;0
21604 - Farstanäset;Totalt;2024;0 år;0
21604 - Farstanäset;Totalt;2024;1-5 år;0
21604 - Farstanäset;Totalt;2024;6-9 år;0
21604 - Farstanäset;Totalt;2024;10-12 år;0
21604 - Farstanäset;Totalt;2024;13-15 år;0
21604 - Farstanäset;Totalt;2024;16-18 år;0
21604 - Farstanäset;Totalt;2024;19-24 år;0
21604 - Farstanäset;Totalt;2024;25-44 år;0
21604 - Farstanäset;Totalt;2024;45-64 år;0
21604 - Farstanäset;Totalt;2024;65-79 år;0
21604 - Farstanäset;Totalt;2024;80-w;0
21604 - Farstanäset;Totalt;2025;0 år;0
21604 - Farstanäset;Totalt;2025;1-5 år;0
21604 - Farstanäset;Totalt;2025;6-9 år;0
21604 - Farstanäset;Totalt;2025;10-12 år;0
21604 - Farstanäset;Totalt;2025;13-15 år;0
21604 - Farstanäset;Totalt;2025;16-18 år;0
21604 - Farstanäset;Totalt;2025;19-24 år;0
21604 - Farstanäset;Totalt;2025;25-44 år;0
21604 - Farstanäset;Totalt;2025;45-64 år;0
21604 - Farstanäset;Totalt;2025;65-79 år;0
21604 - Farstanäset;Totalt;2025;80-w;0
21604 - Farstanäset;Totalt;2026;0 år;0
21604 - Farstanäset;Totalt;2026;1-5 år;0
21604 - Farstanäset;Totalt;2026;6-9 år;0
21604 - Farstanäset;Totalt;2026;10-12 år;0
21604 - Farstanäset;Totalt;2026;13-15 år;0
21604 - Farstanäset;Totalt;2026;16-18 år;0
21604 - Farstanäset;Totalt;2026;19-24 år;0
21604 - Farstanäset;Totalt;2026;25-44 år;0
21604 - Farstanäset;Totalt;2026;45-64 år;0
21604 - Farstanäset;Totalt;2026;65-79 år;0
21604 - Farstanäset;Totalt;2026;80-w;0
21604 - Farstanäset;Totalt;2027;0 år;0
21604 - Farstanäset;Totalt;2027;1-5 år;0
21604 - Farstanäset;Totalt;2027;6-9 år;0
21604 - Farstanäset;Totalt;2027;10-12 år;0
21604 - Farstanäset;Totalt;2027;13-15 år;0
21604 - Farstanäset;Totalt;2027;16-18 år;0
21604 - Farstanäset;Totalt;2027;19-24 år;0
21604 - Farstanäset;Totalt;2027;25-44 år;0
21604 - Farstanäset;Totalt;2027;45-64 år;0
21604 - Farstanäset;Totalt;2027;65-79 år;0
21604 - Farstanäset;Totalt;2027;80-w;0
21604 - Farstanäset;Totalt;2028;0 år;0
21604 - Farstanäset;Totalt;2028;1-5 år;0
21604 - Farstanäset;Totalt;2028;6-9 år;0
21604 - Farstanäset;Totalt;2028;10-12 år;0
21604 - Farstanäset;Totalt;2028;13-15 år;0
21604 - Farstanäset;Totalt;2028;16-18 år;0
21604 - Farstanäset;Totalt;2028;19-24 år;0
21604 - Farstanäset;Totalt;2028;25-44 år;0
21604 - Farstanäset;Totalt;2028;45-64 år;0
21604 - Farstanäset;Totalt;2028;65-79 år;0
21604 - Farstanäset;Totalt;2028;80-w;0
21604 - Farstanäset;Totalt;2029;0 år;0
21604 - Farstanäset;Totalt;2029;1-5 år;0
21604 - Farstanäset;Totalt;2029;6-9 år;0
21604 - Farstanäset;Totalt;2029;10-12 år;0
21604 - Farstanäset;Totalt;2029;13-15 år;0
21604 - Farstanäset;Totalt;2029;16-18 år;0
21604 - Farstanäset;Totalt;2029;19-24 år;0
21604 - Farstanäset;Totalt;2029;25-44 år;0
21604 - Farstanäset;Totalt;2029;45-64 år;0
21604 - Farstanäset;Totalt;2029;65-79 år;0
21604 - Farstanäset;Totalt;2029;80-w;0
21604 - Farstanäset;Totalt;2030;0 år;0
21604 - Farstanäset;Totalt;2030;1-5 år;0
21604 - Farstanäset;Totalt;2030;6-9 år;0
21604 - Farstanäset;Totalt;2030;10-12 år;0
21604 - Farstanäset;Totalt;2030;13-15 år;0
21604 - Farstanäset;Totalt;2030;16-18 år;0
21604 - Farstanäset;Totalt;2030;19-24 år;0
21604 - Farstanäset;Totalt;2030;25-44 år;0
21604 - Farstanäset;Totalt;2030;45-64 år;0
21604 - Farstanäset;Totalt;2030;65-79 år;0
21604 - Farstanäset;Totalt;2030;80-w;0
21604 - Farstanäset;Totalt;2031;0 år;0
21604 - Farstanäset;Totalt;2031;1-5 år;0
21604 - Farstanäset;Totalt;2031;6-9 år;0
21604 - Farstanäset;Totalt;2031;10-12 år;0
21604 - Farstanäset;Totalt;2031;13-15 år;0
21604 - Farstanäset;Totalt;2031;16-18 år;0
21604 - Farstanäset;Totalt;2031;19-24 år;0
21604 - Farstanäset;Totalt;2031;25-44 år;0
21604 - Farstanäset;Totalt;2031;45-64 år;0
21604 - Farstanäset;Totalt;2031;65-79 år;0
21604 - Farstanäset;Totalt;2031;80-w;0
21604 - Farstanäset;Totalt;2032;0 år;0
21604 - Farstanäset;Totalt;2032;1-5 år;0
21604 - Farstanäset;Totalt;2032;6-9 år;0
21604 - Farstanäset;Totalt;2032;10-12 år;0
21604 - Farstanäset;Totalt;2032;13-15 år;0
21604 - Farstanäset;Totalt;2032;16-18 år;0
21604 - Farstanäset;Totalt;2032;19-24 år;0
21604 - Farstanäset;Totalt;2032;25-44 år;0
21604 - Farstanäset;Totalt;2032;45-64 år;0
21604 - Farstanäset;Totalt;2032;65-79 år;0
21604 - Farstanäset;Totalt;2032;80-w;0
21604 - Farstanäset;Totalt;2033;0 år;0
21604 - Farstanäset;Totalt;2033;1-5 år;0
21604 - Farstanäset;Totalt;2033;6-9 år;0
21604 - Farstanäset;Totalt;2033;10-12 år;0
21604 - Farstanäset;Totalt;2033;13-15 år;0
