Region;Brott;Period;År;Antal;/100 000 inv
Älvdalen kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvdalen kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvdalen kommun;7 kap. Brott mot familj;År;2020;1;14
Älvdalen kommun;7 kap. Brott mot familj;År;2021;0;0
Älvdalen kommun;7 kap. Brott mot familj;År;2022;1;14
Älvkarleby kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvkarleby kommun;3 kap. Brott mot liv och hälsa;År;2020;79;830
Älvkarleby kommun;3 kap. Brott mot liv och hälsa;År;2021;75;783
Älvkarleby kommun;3 kap. Brott mot liv och hälsa;År;2022;65;675
Älvkarleby kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvkarleby kommun;4 kap. Brott mot frihet och frid;År;2020;129;1356
Älvkarleby kommun;4 kap. Brott mot frihet och frid;År;2021;135;1410
Älvkarleby kommun;4 kap. Brott mot frihet och frid;År;2022;78;810
Älvkarleby kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvkarleby kommun;5 kap. Ärekränkningsbrott;År;2020;8;84
Älvkarleby kommun;5 kap. Ärekränkningsbrott;År;2021;7;73
Älvkarleby kommun;5 kap. Ärekränkningsbrott;År;2022;24;249
Älvkarleby kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvkarleby kommun;6 kap. Sexualbrott;År;2020;21;221
Älvkarleby kommun;6 kap. Sexualbrott;År;2021;31;324
Älvkarleby kommun;6 kap. Sexualbrott;År;2022;6;62
Älvkarleby kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvkarleby kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvkarleby kommun;7 kap. Brott mot familj;År;2020;5;53
Älvkarleby kommun;7 kap. Brott mot familj;År;2021;1;10
Älvkarleby kommun;7 kap. Brott mot familj;År;2022;1;10
Älvsbyn kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvsbyn kommun;3 kap. Brott mot liv och hälsa;År;2020;64;795
Älvsbyn kommun;3 kap. Brott mot liv och hälsa;År;2021;41;511
Älvsbyn kommun;3 kap. Brott mot liv och hälsa;År;2022;49;616
Älvsbyn kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvsbyn kommun;4 kap. Brott mot frihet och frid;År;2020;95;1180
Älvsbyn kommun;4 kap. Brott mot frihet och frid;År;2021;94;1171
Älvsbyn kommun;4 kap. Brott mot frihet och frid;År;2022;113;1420
Älvsbyn kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvsbyn kommun;5 kap. Ärekränkningsbrott;År;2020;10;124
Älvsbyn kommun;5 kap. Ärekränkningsbrott;År;2021;6;75
Älvsbyn kommun;5 kap. Ärekränkningsbrott;År;2022;5;63
Älvsbyn kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvsbyn kommun;6 kap. Sexualbrott;År;2020;9;112
Älvsbyn kommun;6 kap. Sexualbrott;År;2021;16;199
Älvsbyn kommun;6 kap. Sexualbrott;År;2022;7;88
Älvsbyn kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvsbyn kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvsbyn kommun;7 kap. Brott mot familj;År;2020;2;25
Älvsbyn kommun;7 kap. Brott mot familj;År;2021;0;0
Älvsbyn kommun;7 kap. Brott mot familj;År;2022;0;0
Ängelholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Ängelholm kommun;3 kap. Brott mot liv och hälsa;År;2020;346;807
Ängelholm kommun;3 kap. Brott mot liv och hälsa;År;2021;277;640
Ängelholm kommun;3 kap. Brott mot liv och hälsa;År;2022;274;623
Ängelholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Ängelholm kommun;4 kap. Brott mot frihet och frid;År;2020;422;984
Ängelholm kommun;4 kap. Brott mot frihet och frid;År;2021;388;897
Ängelholm kommun;4 kap. Brott mot frihet och frid;År;2022;420;956
Ängelholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Ängelholm kommun;5 kap. Ärekränkningsbrott;År;2020;41;96
Ängelholm kommun;5 kap. Ärekränkningsbrott;År;2021;46;106
Ängelholm kommun;5 kap. Ärekränkningsbrott;År;2022;20;46
Ängelholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Ängelholm kommun;6 kap. Sexualbrott;År;2020;55;128
Ängelholm kommun;6 kap. Sexualbrott;År;2021;57;132
Ängelholm kommun;6 kap. Sexualbrott;År;2022;66;150
Ängelholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Ängelholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Ängelholm kommun;7 kap. Brott mot familj;År;2020;1;2
Ängelholm kommun;7 kap. Brott mot familj;År;2021;3;7
Ängelholm kommun;7 kap. Brott mot familj;År;2022;4;9
Öckerö kommun;3-7 kap. Brott mot person;År;2020;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2021;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2022;..;..
Öckerö kommun;3 kap. Brott mot liv och hälsa;År;2020;45;348
Öckerö kommun;3 kap. Brott mot liv och hälsa;År;2021;64;495
Öckerö kommun;3 kap. Brott mot liv och hälsa;År;2022;62;482
Öckerö kommun;3-7 kap. Brott mot person;År;2020;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2021;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2022;..;..
Öckerö kommun;4 kap. Brott mot frihet och frid;År;2020;82;634
Öckerö kommun;4 kap. Brott mot frihet och frid;År;2021;132;1021
Öckerö kommun;4 kap. Brott mot frihet och frid;År;2022;100;778
Öckerö kommun;3-7 kap. Brott mot person;År;2020;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2021;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2022;..;..
Öckerö kommun;5 kap. Ärekränkningsbrott;År;2020;6;46
Öckerö kommun;5 kap. Ärekränkningsbrott;År;2021;8;62
Öckerö kommun;5 kap. Ärekränkningsbrott;År;2022;5;39
Öckerö kommun;3-7 kap. Brott mot person;År;2020;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2021;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2022;..;..
Öckerö kommun;6 kap. Sexualbrott;År;2020;18;139
Öckerö kommun;6 kap. Sexualbrott;År;2021;32;248
Öckerö kommun;6 kap. Sexualbrott;År;2022;17;132
Öckerö kommun;3-7 kap. Brott mot person;År;2020;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2021;..;..
Öckerö kommun;3-7 kap. Brott mot person;År;2022;..;..
Öckerö kommun;7 kap. Brott mot familj;År;2020;1;8
Öckerö kommun;7 kap. Brott mot familj;År;2021;1;8
Öckerö kommun;7 kap. Brott mot familj;År;2022;0;0
Ödeshög kommun;3-7 kap. Brott mot person;År;2020;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2021;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2022;..;..
Ödeshög kommun;3 kap. Brott mot liv och hälsa;År;2020;26;488
Ödeshög kommun;3 kap. Brott mot liv och hälsa;År;2021;32;602
Ödeshög kommun;3 kap. Brott mot liv och hälsa;År;2022;34;640
Ödeshög kommun;3-7 kap. Brott mot person;År;2020;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2021;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2022;..;..
Ödeshög kommun;4 kap. Brott mot frihet och frid;År;2020;49;919
Ödeshög kommun;4 kap. Brott mot frihet och frid;År;2021;59;1110
Ödeshög kommun;4 kap. Brott mot frihet och frid;År;2022;63;1186
Ödeshög kommun;3-7 kap. Brott mot person;År;2020;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2021;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2022;..;..
Ödeshög kommun;5 kap. Ärekränkningsbrott;År;2020;2;38
Ödeshög kommun;5 kap. Ärekränkningsbrott;År;2021;1;19
Ödeshög kommun;5 kap. Ärekränkningsbrott;År;2022;1;19
Ödeshög kommun;3-7 kap. Brott mot person;År;2020;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2021;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2022;..;..
Ödeshög kommun;6 kap. Sexualbrott;År;2020;5;94
Ödeshög kommun;6 kap. Sexualbrott;År;2021;19;357
Ödeshög kommun;6 kap. Sexualbrott;År;2022;15;282
Ödeshög kommun;3-7 kap. Brott mot person;År;2020;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2021;..;..
Ödeshög kommun;3-7 kap. Brott mot person;År;2022;..;..
Ödeshög kommun;7 kap. Brott mot familj;År;2020;1;19
Ödeshög kommun;7 kap. Brott mot familj;År;2021;3;56
Ödeshög kommun;7 kap. Brott mot familj;År;2022;1;19
Örebro kommun;3-7 kap. Brott mot person;År;2020;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2021;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2022;..;..
Örebro kommun;3 kap. Brott mot liv och hälsa;År;2020;1438;919
Örebro kommun;3 kap. Brott mot liv och hälsa;År;2021;1485;947
Örebro kommun;3 kap. Brott mot liv och hälsa;År;2022;1357;861
Örebro kommun;3-7 kap. Brott mot person;År;2020;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2021;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2022;..;..
Örebro kommun;4 kap. Brott mot frihet och frid;År;2020;1800;1151
Örebro kommun;4 kap. Brott mot frihet och frid;År;2021;1842;1175
Örebro kommun;4 kap. Brott mot frihet och frid;År;2022;1811;1150
Örebro kommun;3-7 kap. Brott mot person;År;2020;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2021;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2022;..;..
Örebro kommun;5 kap. Ärekränkningsbrott;År;2020;90;58
Örebro kommun;5 kap. Ärekränkningsbrott;År;2021;91;58
Örebro kommun;5 kap. Ärekränkningsbrott;År;2022;72;46
Örebro kommun;3-7 kap. Brott mot person;År;2020;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2021;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2022;..;..
Örebro kommun;6 kap. Sexualbrott;År;2020;299;191
Örebro kommun;6 kap. Sexualbrott;År;2021;384;245
Örebro kommun;6 kap. Sexualbrott;År;2022;330;209
Örebro kommun;3-7 kap. Brott mot person;År;2020;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2021;..;..
Örebro kommun;3-7 kap. Brott mot person;År;2022;..;..
Örebro kommun;7 kap. Brott mot familj;År;2020;15;10
Örebro kommun;7 kap. Brott mot familj;År;2021;9;6
Örebro kommun;7 kap. Brott mot familj;År;2022;14;9
Örkelljunga kommun;3-7 kap. Brott mot person;År;2020;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2021;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2022;..;..
Örkelljunga kommun;3 kap. Brott mot liv och hälsa;År;2020;105;1006
Örkelljunga kommun;3 kap. Brott mot liv och hälsa;År;2021;114;1090
Örkelljunga kommun;3 kap. Brott mot liv och hälsa;År;2022;121;1155
Örkelljunga kommun;3-7 kap. Brott mot person;År;2020;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2021;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2022;..;..
Örkelljunga kommun;4 kap. Brott mot frihet och frid;År;2020;141;1351
Örkelljunga kommun;4 kap. Brott mot frihet och frid;År;2021;139;1328
Örkelljunga kommun;4 kap. Brott mot frihet och frid;År;2022;139;1327
Örkelljunga kommun;3-7 kap. Brott mot person;År;2020;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2021;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2022;..;..
Örkelljunga kommun;5 kap. Ärekränkningsbrott;År;2020;11;105
Örkelljunga kommun;5 kap. Ärekränkningsbrott;År;2021;25;239
Örkelljunga kommun;5 kap. Ärekränkningsbrott;År;2022;15;143
Örkelljunga kommun;3-7 kap. Brott mot person;År;2020;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2021;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2022;..;..
Örkelljunga kommun;6 kap. Sexualbrott;År;2020;19;182
Örkelljunga kommun;6 kap. Sexualbrott;År;2021;27;258
Örkelljunga kommun;6 kap. Sexualbrott;År;2022;20;191
Örkelljunga kommun;3-7 kap. Brott mot person;År;2020;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2021;..;..
Örkelljunga kommun;3-7 kap. Brott mot person;År;2022;..;..
Örkelljunga kommun;7 kap. Brott mot familj;År;2020;0;0
Örkelljunga kommun;7 kap. Brott mot familj;År;2021;2;19
Örkelljunga kommun;7 kap. Brott mot familj;År;2022;0;0
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Örnsköldsvik kommun;3 kap. Brott mot liv och hälsa;År;2020;316;566
Örnsköldsvik kommun;3 kap. Brott mot liv och hälsa;År;2021;377;675
Örnsköldsvik kommun;3 kap. Brott mot liv och hälsa;År;2022;347;623
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Örnsköldsvik kommun;4 kap. Brott mot frihet och frid;År;2020;533;955
Örnsköldsvik kommun;4 kap. Brott mot frihet och frid;År;2021;815;1459
Örnsköldsvik kommun;4 kap. Brott mot frihet och frid;År;2022;677;1216
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Örnsköldsvik kommun;5 kap. Ärekränkningsbrott;År;2020;47;84
Örnsköldsvik kommun;5 kap. Ärekränkningsbrott;År;2021;64;115
Örnsköldsvik kommun;5 kap. Ärekränkningsbrott;År;2022;51;92
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Örnsköldsvik kommun;6 kap. Sexualbrott;År;2020;77;138
Örnsköldsvik kommun;6 kap. Sexualbrott;År;2021;112;201
Örnsköldsvik kommun;6 kap. Sexualbrott;År;2022;101;181
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Örnsköldsvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Örnsköldsvik kommun;7 kap. Brott mot familj;År;2020;9;16
Örnsköldsvik kommun;7 kap. Brott mot familj;År;2021;7;13
Örnsköldsvik kommun;7 kap. Brott mot familj;År;2022;9;16
Östersund kommun;3-7 kap. Brott mot person;År;2020;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2021;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2022;..;..
Östersund kommun;3 kap. Brott mot liv och hälsa;År;2020;548;856
Östersund kommun;3 kap. Brott mot liv och hälsa;År;2021;516;804
Östersund kommun;3 kap. Brott mot liv och hälsa;År;2022;528;818
Östersund kommun;3-7 kap. Brott mot person;År;2020;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2021;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2022;..;..
Östersund kommun;4 kap. Brott mot frihet och frid;År;2020;968;1513
Östersund kommun;4 kap. Brott mot frihet och frid;År;2021;946;1475
Östersund kommun;4 kap. Brott mot frihet och frid;År;2022;833;1291
Östersund kommun;3-7 kap. Brott mot person;År;2020;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2021;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2022;..;..
Östersund kommun;5 kap. Ärekränkningsbrott;År;2020;53;83
Östersund kommun;5 kap. Ärekränkningsbrott;År;2021;59;92
Östersund kommun;5 kap. Ärekränkningsbrott;År;2022;44;68
Östersund kommun;3-7 kap. Brott mot person;År;2020;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2021;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2022;..;..
Östersund kommun;6 kap. Sexualbrott;År;2020;240;375
Östersund kommun;6 kap. Sexualbrott;År;2021;192;299
Östersund kommun;6 kap. Sexualbrott;År;2022;180;279
Östersund kommun;3-7 kap. Brott mot person;År;2020;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2021;..;..
Östersund kommun;3-7 kap. Brott mot person;År;2022;..;..
Östersund kommun;7 kap. Brott mot familj;År;2020;6;9
Östersund kommun;7 kap. Brott mot familj;År;2021;9;14
Östersund kommun;7 kap. Brott mot familj;År;2022;6;9
Österåker kommun;3-7 kap. Brott mot person;År;2020;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2021;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2022;..;..
Österåker kommun;3 kap. Brott mot liv och hälsa;År;2020;281;603
Österåker kommun;3 kap. Brott mot liv och hälsa;År;2021;263;555
Österåker kommun;3 kap. Brott mot liv och hälsa;År;2022;248;509
Österåker kommun;3-7 kap. Brott mot person;År;2020;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2021;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2022;..;..
Österåker kommun;4 kap. Brott mot frihet och frid;År;2020;454;974
Österåker kommun;4 kap. Brott mot frihet och frid;År;2021;455;960
Österåker kommun;4 kap. Brott mot frihet och frid;År;2022;450;924
Österåker kommun;3-7 kap. Brott mot person;År;2020;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2021;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2022;..;..
Österåker kommun;5 kap. Ärekränkningsbrott;År;2020;26;56
Österåker kommun;5 kap. Ärekränkningsbrott;År;2021;22;46
Österåker kommun;5 kap. Ärekränkningsbrott;År;2022;25;51
Österåker kommun;3-7 kap. Brott mot person;År;2020;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2021;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2022;..;..
Österåker kommun;6 kap. Sexualbrott;År;2020;79;169
Österåker kommun;6 kap. Sexualbrott;År;2021;62;131
Österåker kommun;6 kap. Sexualbrott;År;2022;59;121
Österåker kommun;3-7 kap. Brott mot person;År;2020;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2021;..;..
Österåker kommun;3-7 kap. Brott mot person;År;2022;..;..
Österåker kommun;7 kap. Brott mot familj;År;2020;2;4
Österåker kommun;7 kap. Brott mot familj;År;2021;9;19
Österåker kommun;7 kap. Brott mot familj;År;2022;18;37
Östhammar kommun;3-7 kap. Brott mot person;År;2020;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2021;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2022;..;..
Östhammar kommun;3 kap. Brott mot liv och hälsa;År;2020;118;531
Östhammar kommun;3 kap. Brott mot liv och hälsa;År;2021;114;511
Östhammar kommun;3 kap. Brott mot liv och hälsa;År;2022;103;461
Östhammar kommun;3-7 kap. Brott mot person;År;2020;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2021;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2022;..;..
Östhammar kommun;4 kap. Brott mot frihet och frid;År;2020;223;1003
Östhammar kommun;4 kap. Brott mot frihet och frid;År;2021;221;992
Östhammar kommun;4 kap. Brott mot frihet och frid;År;2022;196;877
Östhammar kommun;3-7 kap. Brott mot person;År;2020;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2021;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2022;..;..
Östhammar kommun;5 kap. Ärekränkningsbrott;År;2020;9;40
Östhammar kommun;5 kap. Ärekränkningsbrott;År;2021;6;27
Östhammar kommun;5 kap. Ärekränkningsbrott;År;2022;5;22
Östhammar kommun;3-7 kap. Brott mot person;År;2020;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2021;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2022;..;..
Östhammar kommun;6 kap. Sexualbrott;År;2020;42;189
Östhammar kommun;6 kap. Sexualbrott;År;2021;40;179
Östhammar kommun;6 kap. Sexualbrott;År;2022;38;170
Östhammar kommun;3-7 kap. Brott mot person;År;2020;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2021;..;..
Östhammar kommun;3-7 kap. Brott mot person;År;2022;..;..
Östhammar kommun;7 kap. Brott mot familj;År;2020;1;4
Östhammar kommun;7 kap. Brott mot familj;År;2021;1;4
Östhammar kommun;7 kap. Brott mot familj;År;2022;4;18
Östra Göinge kommun;3-7 kap. Brott mot person;År;2020;..;..
Östra Göinge kommun;3-7 kap. Brott mot person;År;2021;..;..
Östra Göinge kommun;3-7 kap. Brott mot person;År;2022;..;..
Östra Göinge kommun;3 kap. Brott mot liv och hälsa;År;2020;156;1040
Östra Göinge kommun;3 kap. Brott mot liv och hälsa;År;2021;161;1076
Östra Göinge kommun;3 kap. Brott mot liv och hälsa;År;2022;164;1111
Östra Göinge kommun;3-7 kap. Brott mot person;År;2020;..;..
