Region;Brott;Period;År;Antal;/100 000 inv
Oxelösund kommun;5 kap. Ärekränkningsbrott;År;2021;23;191
Oxelösund kommun;5 kap. Ärekränkningsbrott;År;2022;13;107
Oxelösund kommun;3-7 kap. Brott mot person;År;2020;..;..
Oxelösund kommun;3-7 kap. Brott mot person;År;2021;..;..
Oxelösund kommun;3-7 kap. Brott mot person;År;2022;..;..
Oxelösund kommun;6 kap. Sexualbrott;År;2020;29;242
Oxelösund kommun;6 kap. Sexualbrott;År;2021;22;182
Oxelösund kommun;6 kap. Sexualbrott;År;2022;13;107
Oxelösund kommun;3-7 kap. Brott mot person;År;2020;..;..
Oxelösund kommun;3-7 kap. Brott mot person;År;2021;..;..
Oxelösund kommun;3-7 kap. Brott mot person;År;2022;..;..
Oxelösund kommun;7 kap. Brott mot familj;År;2020;17;142
Oxelösund kommun;7 kap. Brott mot familj;År;2021;0;0
Oxelösund kommun;7 kap. Brott mot familj;År;2022;4;33
Pajala kommun;3-7 kap. Brott mot person;År;2020;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2021;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2022;..;..
Pajala kommun;3 kap. Brott mot liv och hälsa;År;2020;31;519
Pajala kommun;3 kap. Brott mot liv och hälsa;År;2021;29;485
Pajala kommun;3 kap. Brott mot liv och hälsa;År;2022;42;709
Pajala kommun;3-7 kap. Brott mot person;År;2020;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2021;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2022;..;..
Pajala kommun;4 kap. Brott mot frihet och frid;År;2020;70;1173
Pajala kommun;4 kap. Brott mot frihet och frid;År;2021;76;1272
Pajala kommun;4 kap. Brott mot frihet och frid;År;2022;52;877
Pajala kommun;3-7 kap. Brott mot person;År;2020;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2021;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2022;..;..
Pajala kommun;5 kap. Ärekränkningsbrott;År;2020;7;117
Pajala kommun;5 kap. Ärekränkningsbrott;År;2021;3;50
Pajala kommun;5 kap. Ärekränkningsbrott;År;2022;5;84
Pajala kommun;3-7 kap. Brott mot person;År;2020;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2021;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2022;..;..
Pajala kommun;6 kap. Sexualbrott;År;2020;6;101
Pajala kommun;6 kap. Sexualbrott;År;2021;11;184
Pajala kommun;6 kap. Sexualbrott;År;2022;1;17
Pajala kommun;3-7 kap. Brott mot person;År;2020;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2021;..;..
Pajala kommun;3-7 kap. Brott mot person;År;2022;..;..
Pajala kommun;7 kap. Brott mot familj;År;2020;0;0
Pajala kommun;7 kap. Brott mot familj;År;2021;1;17
Pajala kommun;7 kap. Brott mot familj;År;2022;0;0
Partille kommun;3-7 kap. Brott mot person;År;2020;..;..
Partille kommun;3-7 kap. Brott mot person;År;2021;..;..
Partille kommun;3-7 kap. Brott mot person;År;2022;..;..
Partille kommun;3 kap. Brott mot liv och hälsa;År;2020;245;620
Partille kommun;3 kap. Brott mot liv och hälsa;År;2021;261;661
Partille kommun;3 kap. Brott mot liv och hälsa;År;2022;256;645
Partille kommun;3-7 kap. Brott mot person;År;2020;..;..
Partille kommun;3-7 kap. Brott mot person;År;2021;..;..
Partille kommun;3-7 kap. Brott mot person;År;2022;..;..
Partille kommun;4 kap. Brott mot frihet och frid;År;2020;383;969
Partille kommun;4 kap. Brott mot frihet och frid;År;2021;516;1306
Partille kommun;4 kap. Brott mot frihet och frid;År;2022;490;1235
Partille kommun;3-7 kap. Brott mot person;År;2020;..;..
Partille kommun;3-7 kap. Brott mot person;År;2021;..;..
Partille kommun;3-7 kap. Brott mot person;År;2022;..;..
Partille kommun;5 kap. Ärekränkningsbrott;År;2020;17;43
Partille kommun;5 kap. Ärekränkningsbrott;År;2021;28;71
Partille kommun;5 kap. Ärekränkningsbrott;År;2022;35;88
Partille kommun;3-7 kap. Brott mot person;År;2020;..;..
Partille kommun;3-7 kap. Brott mot person;År;2021;..;..
Partille kommun;3-7 kap. Brott mot person;År;2022;..;..
Partille kommun;6 kap. Sexualbrott;År;2020;39;99
Partille kommun;6 kap. Sexualbrott;År;2021;66;167
Partille kommun;6 kap. Sexualbrott;År;2022;46;116
Partille kommun;3-7 kap. Brott mot person;År;2020;..;..
Partille kommun;3-7 kap. Brott mot person;År;2021;..;..
Partille kommun;3-7 kap. Brott mot person;År;2022;..;..
Partille kommun;7 kap. Brott mot familj;År;2020;3;8
Partille kommun;7 kap. Brott mot familj;År;2021;7;18
Partille kommun;7 kap. Brott mot familj;År;2022;6;15
Perstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Perstorp kommun;3 kap. Brott mot liv och hälsa;År;2020;147;1965
Perstorp kommun;3 kap. Brott mot liv och hälsa;År;2021;109;1449
Perstorp kommun;3 kap. Brott mot liv och hälsa;År;2022;136;1812
Perstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Perstorp kommun;4 kap. Brott mot frihet och frid;År;2020;128;1711
Perstorp kommun;4 kap. Brott mot frihet och frid;År;2021;143;1900
Perstorp kommun;4 kap. Brott mot frihet och frid;År;2022;198;2639
Perstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Perstorp kommun;5 kap. Ärekränkningsbrott;År;2020;8;107
Perstorp kommun;5 kap. Ärekränkningsbrott;År;2021;6;80
Perstorp kommun;5 kap. Ärekränkningsbrott;År;2022;9;120
Perstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Perstorp kommun;6 kap. Sexualbrott;År;2020;16;214
Perstorp kommun;6 kap. Sexualbrott;År;2021;14;186
Perstorp kommun;6 kap. Sexualbrott;År;2022;17;227
Perstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Perstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Perstorp kommun;7 kap. Brott mot familj;År;2020;1;13
Perstorp kommun;7 kap. Brott mot familj;År;2021;2;27
Perstorp kommun;7 kap. Brott mot familj;År;2022;1;13
Piteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Piteå kommun;3 kap. Brott mot liv och hälsa;År;2020;207;490
Piteå kommun;3 kap. Brott mot liv och hälsa;År;2021;266;630
Piteå kommun;3 kap. Brott mot liv och hälsa;År;2022;225;531
Piteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Piteå kommun;4 kap. Brott mot frihet och frid;År;2020;429;1016
Piteå kommun;4 kap. Brott mot frihet och frid;År;2021;397;940
Piteå kommun;4 kap. Brott mot frihet och frid;År;2022;416;982
Piteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Piteå kommun;5 kap. Ärekränkningsbrott;År;2020;37;88
Piteå kommun;5 kap. Ärekränkningsbrott;År;2021;34;80
Piteå kommun;5 kap. Ärekränkningsbrott;År;2022;35;83
Piteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Piteå kommun;6 kap. Sexualbrott;År;2020;61;145
Piteå kommun;6 kap. Sexualbrott;År;2021;74;175
Piteå kommun;6 kap. Sexualbrott;År;2022;84;198
Piteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Piteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Piteå kommun;7 kap. Brott mot familj;År;2020;6;14
Piteå kommun;7 kap. Brott mot familj;År;2021;5;12
Piteå kommun;7 kap. Brott mot familj;År;2022;5;12
Ragunda kommun;3-7 kap. Brott mot person;År;2020;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2021;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2022;..;..
Ragunda kommun;3 kap. Brott mot liv och hälsa;År;2020;35;672
Ragunda kommun;3 kap. Brott mot liv och hälsa;År;2021;36;691
Ragunda kommun;3 kap. Brott mot liv och hälsa;År;2022;26;501
Ragunda kommun;3-7 kap. Brott mot person;År;2020;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2021;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2022;..;..
Ragunda kommun;4 kap. Brott mot frihet och frid;År;2020;63;1210
Ragunda kommun;4 kap. Brott mot frihet och frid;År;2021;72;1382
Ragunda kommun;4 kap. Brott mot frihet och frid;År;2022;65;1252
Ragunda kommun;3-7 kap. Brott mot person;År;2020;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2021;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2022;..;..
Ragunda kommun;5 kap. Ärekränkningsbrott;År;2020;6;115
Ragunda kommun;5 kap. Ärekränkningsbrott;År;2021;7;134
Ragunda kommun;5 kap. Ärekränkningsbrott;År;2022;7;135
Ragunda kommun;3-7 kap. Brott mot person;År;2020;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2021;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2022;..;..
Ragunda kommun;6 kap. Sexualbrott;År;2020;4;77
Ragunda kommun;6 kap. Sexualbrott;År;2021;8;154
Ragunda kommun;6 kap. Sexualbrott;År;2022;14;270
Ragunda kommun;3-7 kap. Brott mot person;År;2020;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2021;..;..
Ragunda kommun;3-7 kap. Brott mot person;År;2022;..;..
Ragunda kommun;7 kap. Brott mot familj;År;2020;3;58
Ragunda kommun;7 kap. Brott mot familj;År;2021;2;38
Ragunda kommun;7 kap. Brott mot familj;År;2022;0;0
Robertsfors kommun;3-7 kap. Brott mot person;År;2020;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2021;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2022;..;..
Robertsfors kommun;3 kap. Brott mot liv och hälsa;År;2020;55;814
Robertsfors kommun;3 kap. Brott mot liv och hälsa;År;2021;19;281
Robertsfors kommun;3 kap. Brott mot liv och hälsa;År;2022;70;1034
Robertsfors kommun;3-7 kap. Brott mot person;År;2020;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2021;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2022;..;..
Robertsfors kommun;4 kap. Brott mot frihet och frid;År;2020;90;1333
Robertsfors kommun;4 kap. Brott mot frihet och frid;År;2021;53;783
Robertsfors kommun;4 kap. Brott mot frihet och frid;År;2022;82;1211
Robertsfors kommun;3-7 kap. Brott mot person;År;2020;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2021;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2022;..;..
Robertsfors kommun;5 kap. Ärekränkningsbrott;År;2020;6;89
Robertsfors kommun;5 kap. Ärekränkningsbrott;År;2021;3;44
Robertsfors kommun;5 kap. Ärekränkningsbrott;År;2022;1;15
Robertsfors kommun;3-7 kap. Brott mot person;År;2020;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2021;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2022;..;..
Robertsfors kommun;6 kap. Sexualbrott;År;2020;20;296
Robertsfors kommun;6 kap. Sexualbrott;År;2021;6;89
Robertsfors kommun;6 kap. Sexualbrott;År;2022;20;295
Robertsfors kommun;3-7 kap. Brott mot person;År;2020;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2021;..;..
Robertsfors kommun;3-7 kap. Brott mot person;År;2022;..;..
Robertsfors kommun;7 kap. Brott mot familj;År;2020;0;0
Robertsfors kommun;7 kap. Brott mot familj;År;2021;0;0
Robertsfors kommun;7 kap. Brott mot familj;År;2022;0;0
Ronneby kommun;3-7 kap. Brott mot person;År;2020;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2021;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2022;..;..
Ronneby kommun;3 kap. Brott mot liv och hälsa;År;2020;219;745
Ronneby kommun;3 kap. Brott mot liv och hälsa;År;2021;217;740
Ronneby kommun;3 kap. Brott mot liv och hälsa;År;2022;269;922
Ronneby kommun;3-7 kap. Brott mot person;År;2020;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2021;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2022;..;..
Ronneby kommun;4 kap. Brott mot frihet och frid;År;2020;317;1078
Ronneby kommun;4 kap. Brott mot frihet och frid;År;2021;383;1307
Ronneby kommun;4 kap. Brott mot frihet och frid;År;2022;475;1628
Ronneby kommun;3-7 kap. Brott mot person;År;2020;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2021;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2022;..;..
Ronneby kommun;5 kap. Ärekränkningsbrott;År;2020;35;119
Ronneby kommun;5 kap. Ärekränkningsbrott;År;2021;28;96
Ronneby kommun;5 kap. Ärekränkningsbrott;År;2022;33;113
Ronneby kommun;3-7 kap. Brott mot person;År;2020;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2021;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2022;..;..
Ronneby kommun;6 kap. Sexualbrott;År;2020;49;167
Ronneby kommun;6 kap. Sexualbrott;År;2021;69;235
Ronneby kommun;6 kap. Sexualbrott;År;2022;75;257
Ronneby kommun;3-7 kap. Brott mot person;År;2020;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2021;..;..
Ronneby kommun;3-7 kap. Brott mot person;År;2022;..;..
Ronneby kommun;7 kap. Brott mot familj;År;2020;0;0
Ronneby kommun;7 kap. Brott mot familj;År;2021;2;7
Ronneby kommun;7 kap. Brott mot familj;År;2022;6;21
Rättvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Rättvik kommun;3 kap. Brott mot liv och hälsa;År;2020;54;489
Rättvik kommun;3 kap. Brott mot liv och hälsa;År;2021;102;922
Rättvik kommun;3 kap. Brott mot liv och hälsa;År;2022;72;649
Rättvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Rättvik kommun;4 kap. Brott mot frihet och frid;År;2020;60;544
Rättvik kommun;4 kap. Brott mot frihet och frid;År;2021;92;831
Rättvik kommun;4 kap. Brott mot frihet och frid;År;2022;72;649
Rättvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Rättvik kommun;5 kap. Ärekränkningsbrott;År;2020;6;54
Rättvik kommun;5 kap. Ärekränkningsbrott;År;2021;12;108
Rättvik kommun;5 kap. Ärekränkningsbrott;År;2022;7;63
Rättvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Rättvik kommun;6 kap. Sexualbrott;År;2020;16;145
Rättvik kommun;6 kap. Sexualbrott;År;2021;16;145
Rättvik kommun;6 kap. Sexualbrott;År;2022;26;234
Rättvik kommun;3-7 kap. Brott mot person;År;2020;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2021;..;..
Rättvik kommun;3-7 kap. Brott mot person;År;2022;..;..
Rättvik kommun;7 kap. Brott mot familj;År;2020;0;0
Rättvik kommun;7 kap. Brott mot familj;År;2021;0;0
Rättvik kommun;7 kap. Brott mot familj;År;2022;0;0
Sala kommun;3-7 kap. Brott mot person;År;2020;..;..
Sala kommun;3-7 kap. Brott mot person;År;2021;..;..
Sala kommun;3-7 kap. Brott mot person;År;2022;..;..
Sala kommun;3 kap. Brott mot liv och hälsa;År;2020;212;927
Sala kommun;3 kap. Brott mot liv och hälsa;År;2021;219;955
Sala kommun;3 kap. Brott mot liv och hälsa;År;2022;209;909
Sala kommun;3-7 kap. Brott mot person;År;2020;..;..
Sala kommun;3-7 kap. Brott mot person;År;2021;..;..
Sala kommun;3-7 kap. Brott mot person;År;2022;..;..
Sala kommun;4 kap. Brott mot frihet och frid;År;2020;276;1207
Sala kommun;4 kap. Brott mot frihet och frid;År;2021;276;1204
Sala kommun;4 kap. Brott mot frihet och frid;År;2022;235;1022
Sala kommun;3-7 kap. Brott mot person;År;2020;..;..
Sala kommun;3-7 kap. Brott mot person;År;2021;..;..
Sala kommun;3-7 kap. Brott mot person;År;2022;..;..
Sala kommun;5 kap. Ärekränkningsbrott;År;2020;12;52
Sala kommun;5 kap. Ärekränkningsbrott;År;2021;21;92
Sala kommun;5 kap. Ärekränkningsbrott;År;2022;14;61
Sala kommun;3-7 kap. Brott mot person;År;2020;..;..
Sala kommun;3-7 kap. Brott mot person;År;2021;..;..
Sala kommun;3-7 kap. Brott mot person;År;2022;..;..
Sala kommun;6 kap. Sexualbrott;År;2020;36;157
Sala kommun;6 kap. Sexualbrott;År;2021;46;201
Sala kommun;6 kap. Sexualbrott;År;2022;44;191
Sala kommun;3-7 kap. Brott mot person;År;2020;..;..
Sala kommun;3-7 kap. Brott mot person;År;2021;..;..
Sala kommun;3-7 kap. Brott mot person;År;2022;..;..
Sala kommun;7 kap. Brott mot familj;År;2020;1;4
Sala kommun;7 kap. Brott mot familj;År;2021;3;13
Sala kommun;7 kap. Brott mot familj;År;2022;2;9
Salem kommun;3-7 kap. Brott mot person;År;2020;..;..
Salem kommun;3-7 kap. Brott mot person;År;2021;..;..
Salem kommun;3-7 kap. Brott mot person;År;2022;..;..
Salem kommun;3 kap. Brott mot liv och hälsa;År;2020;114;674
Salem kommun;3 kap. Brott mot liv och hälsa;År;2021;113;662
Salem kommun;3 kap. Brott mot liv och hälsa;År;2022;111;642
Salem kommun;3-7 kap. Brott mot person;År;2020;..;..
Salem kommun;3-7 kap. Brott mot person;År;2021;..;..
Salem kommun;3-7 kap. Brott mot person;År;2022;..;..
Salem kommun;4 kap. Brott mot frihet och frid;År;2020;142;839
Salem kommun;4 kap. Brott mot frihet och frid;År;2021;155;908
Salem kommun;4 kap. Brott mot frihet och frid;År;2022;184;1063
Salem kommun;3-7 kap. Brott mot person;År;2020;..;..
Salem kommun;3-7 kap. Brott mot person;År;2021;..;..
Salem kommun;3-7 kap. Brott mot person;År;2022;..;..
Salem kommun;5 kap. Ärekränkningsbrott;År;2020;3;18
Salem kommun;5 kap. Ärekränkningsbrott;År;2021;6;35
Salem kommun;5 kap. Ärekränkningsbrott;År;2022;15;87
Salem kommun;3-7 kap. Brott mot person;År;2020;..;..
Salem kommun;3-7 kap. Brott mot person;År;2021;..;..
Salem kommun;3-7 kap. Brott mot person;År;2022;..;..
Salem kommun;6 kap. Sexualbrott;År;2020;28;165
Salem kommun;6 kap. Sexualbrott;År;2021;18;105
Salem kommun;6 kap. Sexualbrott;År;2022;18;104
Salem kommun;3-7 kap. Brott mot person;År;2020;..;..
Salem kommun;3-7 kap. Brott mot person;År;2021;..;..
Salem kommun;3-7 kap. Brott mot person;År;2022;..;..
Salem kommun;7 kap. Brott mot familj;År;2020;0;0
Salem kommun;7 kap. Brott mot familj;År;2021;1;6
Salem kommun;7 kap. Brott mot familj;År;2022;3;17
Sandviken kommun;3-7 kap. Brott mot person;År;2020;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2021;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2022;..;..
Sandviken kommun;3 kap. Brott mot liv och hälsa;År;2020;287;730
Sandviken kommun;3 kap. Brott mot liv och hälsa;År;2021;300;764
Sandviken kommun;3 kap. Brott mot liv och hälsa;År;2022;324;827
Sandviken kommun;3-7 kap. Brott mot person;År;2020;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2021;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2022;..;..
Sandviken kommun;4 kap. Brott mot frihet och frid;År;2020;355;903
Sandviken kommun;4 kap. Brott mot frihet och frid;År;2021;404;1029
Sandviken kommun;4 kap. Brott mot frihet och frid;År;2022;453;1156
Sandviken kommun;3-7 kap. Brott mot person;År;2020;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2021;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2022;..;..
Sandviken kommun;5 kap. Ärekränkningsbrott;År;2020;25;64
Sandviken kommun;5 kap. Ärekränkningsbrott;År;2021;20;51
Sandviken kommun;5 kap. Ärekränkningsbrott;År;2022;12;31
Sandviken kommun;3-7 kap. Brott mot person;År;2020;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2021;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2022;..;..
Sandviken kommun;6 kap. Sexualbrott;År;2020;53;135
Sandviken kommun;6 kap. Sexualbrott;År;2021;72;183
Sandviken kommun;6 kap. Sexualbrott;År;2022;70;179
Sandviken kommun;3-7 kap. Brott mot person;År;2020;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2021;..;..
Sandviken kommun;3-7 kap. Brott mot person;År;2022;..;..
Sandviken kommun;7 kap. Brott mot familj;År;2020;2;5
Sandviken kommun;7 kap. Brott mot familj;År;2021;1;3
Sandviken kommun;7 kap. Brott mot familj;År;2022;7;18
Sigtuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sigtuna kommun;3 kap. Brott mot liv och hälsa;År;2020;550;1112
Sigtuna kommun;3 kap. Brott mot liv och hälsa;År;2021;554;1112
Sigtuna kommun;3 kap. Brott mot liv och hälsa;År;2022;601;1177
Sigtuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sigtuna kommun;4 kap. Brott mot frihet och frid;År;2020;662;1339
Sigtuna kommun;4 kap. Brott mot frihet och frid;År;2021;724;1453
Sigtuna kommun;4 kap. Brott mot frihet och frid;År;2022;870;1703
Sigtuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sigtuna kommun;5 kap. Ärekränkningsbrott;År;2020;37;75
Sigtuna kommun;5 kap. Ärekränkningsbrott;År;2021;46;92
Sigtuna kommun;5 kap. Ärekränkningsbrott;År;2022;37;72
Sigtuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sigtuna kommun;6 kap. Sexualbrott;År;2020;97;196
Sigtuna kommun;6 kap. Sexualbrott;År;2021;88;177
Sigtuna kommun;6 kap. Sexualbrott;År;2022;97;190
Sigtuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sigtuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sigtuna kommun;7 kap. Brott mot familj;År;2020;12;24
Sigtuna kommun;7 kap. Brott mot familj;År;2021;15;30
Sigtuna kommun;7 kap. Brott mot familj;År;2022;7;14
Simrishamn kommun;3-7 kap. Brott mot person;År;2020;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2021;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2022;..;..
Simrishamn kommun;3 kap. Brott mot liv och hälsa;År;2020;120;624
Simrishamn kommun;3 kap. Brott mot liv och hälsa;År;2021;136;707
Simrishamn kommun;3 kap. Brott mot liv och hälsa;År;2022;155;809
Simrishamn kommun;3-7 kap. Brott mot person;År;2020;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2021;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2022;..;..
Simrishamn kommun;4 kap. Brott mot frihet och frid;År;2020;217;1129
Simrishamn kommun;4 kap. Brott mot frihet och frid;År;2021;270;1403
Simrishamn kommun;4 kap. Brott mot frihet och frid;År;2022;191;996
Simrishamn kommun;3-7 kap. Brott mot person;År;2020;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2021;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2022;..;..
Simrishamn kommun;5 kap. Ärekränkningsbrott;År;2020;19;99
Simrishamn kommun;5 kap. Ärekränkningsbrott;År;2021;20;104
Simrishamn kommun;5 kap. Ärekränkningsbrott;År;2022;12;63
Simrishamn kommun;3-7 kap. Brott mot person;År;2020;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2021;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2022;..;..
Simrishamn kommun;6 kap. Sexualbrott;År;2020;32;166
Simrishamn kommun;6 kap. Sexualbrott;År;2021;23;119
Simrishamn kommun;6 kap. Sexualbrott;År;2022;35;183
Simrishamn kommun;3-7 kap. Brott mot person;År;2020;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2021;..;..
Simrishamn kommun;3-7 kap. Brott mot person;År;2022;..;..
Simrishamn kommun;7 kap. Brott mot familj;År;2020;0;0
Simrishamn kommun;7 kap. Brott mot familj;År;2021;2;10
Simrishamn kommun;7 kap. Brott mot familj;År;2022;1;5
Sjöbo kommun;3-7 kap. Brott mot person;År;2020;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2021;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2022;..;..
Sjöbo kommun;3 kap. Brott mot liv och hälsa;År;2020;131;675
Sjöbo kommun;3 kap. Brott mot liv och hälsa;År;2021;136;699
Sjöbo kommun;3 kap. Brott mot liv och hälsa;År;2022;146;748
Sjöbo kommun;3-7 kap. Brott mot person;År;2020;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2021;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2022;..;..
Sjöbo kommun;4 kap. Brott mot frihet och frid;År;2020;242;1247
Sjöbo kommun;4 kap. Brott mot frihet och frid;År;2021;207;1065
Sjöbo kommun;4 kap. Brott mot frihet och frid;År;2022;278;1424
Sjöbo kommun;3-7 kap. Brott mot person;År;2020;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2021;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2022;..;..
Sjöbo kommun;5 kap. Ärekränkningsbrott;År;2020;28;144
Sjöbo kommun;5 kap. Ärekränkningsbrott;År;2021;15;77
Sjöbo kommun;5 kap. Ärekränkningsbrott;År;2022;18;92
Sjöbo kommun;3-7 kap. Brott mot person;År;2020;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2021;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2022;..;..
Sjöbo kommun;6 kap. Sexualbrott;År;2020;11;57
Sjöbo kommun;6 kap. Sexualbrott;År;2021;35;180
Sjöbo kommun;6 kap. Sexualbrott;År;2022;26;133
