Skolenhetskod,Kommunkod,PeOrgNr,Skolenhetsnamn,Status
79093755,0123,5564624368,Internationella Engelska Skolan Järfälla,Aktiv
71571158,1290,5565755500,Praktiska Gymnasiet Kristianstad,Aktiv
86473502,1290,5562575786,Praktiska Gymnasiet Kristianstad,Vilande
31998226,0180,5562575786,Praktiska Gymnasiet Stockholm Bromma,Vilande
45535775,1485,2120001397,Sommarhemsskolan 7-9,Aktiv
57317316,0180,5566358759,JENSEN grundskola Långholmen,Aktiv
19909922,1463,2120001504,Parkskolan,Aktiv
56330385,1283,5566358759,JENSEN Gymnasium Helsingborg,Aktiv
18881773,0680,5566358759,JENSEN Gymnasium Jönköping,Aktiv
38460895,0580,5566358759,JENSEN Gymnasium Linköping,Aktiv
26324896,1281,5566358759,JENSEN Gymnasium Lund,Aktiv
48593439,1280,5566358759,JENSEN Gymnasium Malmö,Aktiv
74854369,0380,2120003005,AlphaCE,Vilande
38195284,0180,5566358759,JENSEN Gymnasium Norra,Aktiv
61674097,0380,5566358759,JENSEN Gymnasium Uppsala,Aktiv
94248837,1880,5566358759,JENSEN grundskola Örebro,Aktiv
39531249,1981,2120002098,Verdandi gymnasiesär,Vilande
56582777,2580,2120002742,Furuparksskolan 4-6,Vilande
60796098,1463,2120001504,Strömskolan F-3,Aktiv
46133825,1463,2120001504,Örbyskolan F-3,Aktiv
95586087,1780,2120001850,Skattkärrsskolan F-3,Aktiv
28085125,1280,5567622682,Gymnasieskolan Gripen,Aktiv
86384125,1280,2120001124,Husieskolan,Aktiv
52734580,2580,5566677927,Nya Läroverket Bergnäset,Aktiv
90350215,1499,2120001744,Åsleskolan,Vilande
31251822,1480,2120001355,Katrinelundsgymnasiet 1,Aktiv
48048407,1270,2120000886,Byavångsskolan,Aktiv
11588924,1488,5566127600,"Nya Skolan, Trollhättan, Pettersberg",Aktiv
31533003,2080,2120002221,Kristinegymnasiet RO1,Aktiv
31429031,2080,2120002221,Kristinegymnasiet RO2,Aktiv
54767253,1452,2120001462,Sjötoftaskolan,Vilande
21524917,2584,2120002783,Luossavaaraskolan,Aktiv
34076477,1490,2120001561,Sven Eriksonsgymnasiet C,Aktiv
81294589,2417,2120002858,Bastuträsk skola,Aktiv
99225128,1882,2120001983,upphört,Vilande
42601396,0126,2120000068,Trångsundsskolan,Aktiv
44028674,1380,2120001215,Furulundsskolan F-3,Aktiv
91161376,1380,2120001215,Getingeskolan 7-9,Aktiv
67752634,1380,2120001215,Söndrumsskolan F-2,Vilande
15085770,1380,2120001215,Östergårdsskolan grs,Vilande
11885832,1233,5565279931,Ängdalaskolan,Aktiv
61823258,1280,5562575786,Praktiska Gymnasiet Malmö Limhamn,Aktiv
71363923,0180,8020175769,Djurgårdsskolan,Aktiv
94600352,0120,2120000035,Ekedalsskolan,Aktiv
14552156,2418,2120002866,Kommunal vuxenutbildning,Aktiv
64709527,2184,2120002379,Sandvalla skola,Aktiv
40829056,1080,5562575786,Praktiska Gymnasiet Karlskrona,Vilande
87302079,0139,5568086085,Tellusskolan Discovery,Planerad
98570516,1961,2120002064,Nibbleskolan,Aktiv
78715065,1081,2120000837,Yrkesvux,Vilande
40109921,1081,2120000837,Särvux,Vilande
52279508,1485,2120001397,"Uddevalla gymnasieskola, Agneberg NB Häst",Vilande
32263814,1485,2120001397,"Uddevalla gymnasieskola, Agneberg SA/EK internationell",Aktiv
65677988,1407,8024250972,Betelskolan,Aktiv
55155562,2080,5567550461,Hagströmska gymnasiet Falun,Aktiv
56653353,0180,5569828451,Internationella Hotell- och Restaurangskolan,Aktiv
44285075,0480,5564851649,LBS Kreativa Gymnasiet Nyköping,Aktiv
31467305,1380,2120001215,Trönningeskolan 4-6,Aktiv
63300625,0183,2120000175,Duvboskolan,Aktiv
69871183,1292,2120000977,Errarps skola SO 1,Aktiv
86727816,1292,2120000977,Errarps skola SO 2,Aktiv
51900988,1292,2120000977,Kungsgårdsskolan SO 1,Aktiv
49648821,1292,2120000977,Kungsgårdsskolan SO 2,Aktiv
49455969,1292,2120000977,Magnarps skola SO 1,Aktiv
49539818,1292,2120000977,Magnarps skola SO 2,Aktiv
49786332,1292,2120000977,Nyhemsskolan SO 2,Aktiv
49868503,1292,2120000977,Rebbelberga skola SO 1,Aktiv
49950675,1292,2120000977,Rebbelberga skola SO 2,Aktiv
82929142,1292,2120000977,Språkcentrum,Aktiv
34909954,1292,2120000977,Strövelstorps skola SO 1,Aktiv
34992126,1292,2120000977,Strövelstorps skola SO 2,Aktiv
34797598,1292,2120000977,Södra Utmarkens skola SO 1,Aktiv
62412121,1292,2120000977,Söndrebalgs skola SO 1,Aktiv
51497405,1292,2120000977,Toftaskolan SO 1,Aktiv
50088186,1292,2120000977,Villanskolan SO 1,Aktiv
50198866,1292,2120000977,Villanskolan SO 2,Aktiv
78910791,1292,2120000977,Ängelholms Montessoriskola,Aktiv
74039543,2417,2120002858,Kommunal vuxenutbildning,Aktiv
78950784,2417,2120002858,Kommunal vuxenutbildning SFI,Aktiv
25985417,2417,2120002858,Norsjö gymnasium,Aktiv
42127916,1383,2120001249,Påskbergsskolan F-3 och fritidshem,Aktiv
96623011,1496,2120001710,Vuxenutbildning enhet 1,Aktiv
75039562,2080,2120002221,Björkhagsskolan F-6,Vilande
83379569,0138,2120000092,C3L Tyresö komvux,Aktiv
76254595,0883,5592358427,Alphaskolan Gertrudsvik,Planerad
18297073,1488,5567444541,Sveriges Frisörer AB,Vilande
49136871,2480,8940012076,"Umeå Waldorfskola, gy",Vilande
15870428,0163,5561203679,NTI Gymnasiet Sollentuna,Aktiv
76373328,1785,2120001900,Herrgårdsgymnasiet gymnasiesärskola,Aktiv
12256914,1230,2120001017,Borggårdsskolan,Vilande
31469697,1230,2120001017,Anneroskolan,Vilande
82592568,1283,5566139290,Thoren Business School Helsingborg,Aktiv
13861302,1485,2120001397,Vuxenutbildningen Ro 1 Komvux,Vilande
25410919,1280,5590415591,Amerikanska Gymnasiet Malmö,Planerad
53400489,0581,5590415591,Amerikanska Gymnasiet Norrköping,Planerad
27274628,1401,5564515988,"Fridaskolan, Härryda",Aktiv
32057701,0181,5564065687,S:ta Ragnhildgymnasiet,Aktiv
86616046,0780,2120000662,Braås skola 4-9,Aktiv
25730446,0380,5566358759,JENSEN grundskola Uppsala,Aktiv
44284183,1980,5566358759,JENSEN grundskola Västerås,Aktiv
78295411,0680,2120000530,Per Brahegymnasiet RO 1,Aktiv
68699648,2523,2120002726,Tallbackaskolan M,Vilande
11871194,0123,2120000043,Järfälla Lärcentrum,Aktiv
85224261,0680,2120000530,Södergårdsskolan,Aktiv
37648907,1883,2120001991,Aggerudsskolan,Aktiv
45813524,1463,2120001504,Örbyskolan 4-6,Aktiv
39624858,2284,5565715892,Realgymnasiet i Örnsköldsvik,Planerad
79168684,1481,5592222177,American International School Mölndal,Planerad
43569718,1263,2120001074,Marbäcksskolan F-3,Aktiv
18025305,1880,2120001967,Stureskolan,Aktiv
48567721,0330,2120003013,Central Insamlingsenhet Kommunal verksamhet,Vilande
14845171,0136,5567379093,Eviaskolan,Aktiv
92290909,2281,2120002411,Lucksta skola,Aktiv
31849871,0180,2120000142,Kista gymnasium/komvux,Vilande
42813460,0581,2120000456,Borgsmoskolan 2,Vilande
12079022,0581,2120000456,Ektorpsskolan 1,Aktiv
24625357,0581,2120000456,Enebyskolan 1,Aktiv
60904587,0138,5564624368,Internationella Engelska Skolan Tyresö,Aktiv
62925600,1080,2120000829,Tvingskola F-6            ,Vilande
30142871,1080,2120000829,Fridlevstadsskolan F-6,Vilande
17950126,1080,2120000829,Fridlevstadskolan 3-6,Aktiv
77823650,0580,5565715892,Realgymnasiet Linköping,Aktiv
26325514,0980,5560354309,Athene Fardhem,Vilande
17560746,1438,2120001413,Snörrums fritidshem,Aktiv
52229866,0980,5560354309,Innovitaskolan Visby,Aktiv
55233055,0136,5560354309,Innovitaskolan Söderby,Aktiv
58994357,0126,5560354309,Innovitaskolan Segeltorp,Aktiv
17957898,0136,5560354309,Innovitaskolan Rudan,Aktiv
65927702,0136,5560354309,Innovitaskolan Vendelsö,Aktiv
10662754,1080,5569320699,Innovitaskolan Karlskrona,Aktiv
20686212,1284,2120001165,Tornlyckeskolan sär,Vilande
30066063,0182,2120000167,Alphyddeskolan,Vilande
38204689,1488,5567578553,Svensk Helhetsdesign,Vilande
50669042,1780,2120001850,Sundsta-Älvkullegymnasiet 7,Vilande
57484572,0380,5592659667,Gluntens Montessoriskola,Aktiv
92330944,1480,8152000728,Vinga folkhögskola,Vilande
30252214,1780,2120001850,GySär Tingvalla,Vilande
47650187,1266,2120001108,De la Gardie skola,Vilande
31057219,0360,2120000266,Högbergsskolan,Aktiv
81748766,0583,2120002817,Dansäterskolan,Vilande
45888055,1438,2120001413,Haga fritidshem,Vilande
69175568,1402,2120001272,Furulunds skola F-6,Aktiv
12768012,0184,2120000183,Råsundaskolan,Vilande
29669758,1290,7164367604,Trolle Ljungby skola,Aktiv
58705608,1490,8551021952,Römosseskolan Borås,Vilande
37379128,2085,2120002270,Lorensbergaskolan F-3,Vilande
77206440,1980,7164547536,Tillberga Gransskapsservice fritidshem,Vilande
39116597,0617,2120000506,Hillerstorpsskolan F-6,Aktiv
32395048,2085,2120002270,Lorensbergaskolan 4-6,Vilande
73663359,1980,2120002080,Emausskolan,Aktiv
77794757,1487,2120001538,Silvertärnan Väster,Aktiv
31694010,1783,8728003826,Bergatrollet fritidshem,Aktiv
62529077,0380,5565835146,Ansgarskolorna Trädgårdsskolan F-6,Aktiv
78907666,0581,2120000456,Bråviksskolan 1,Aktiv
35236491,1480,5565715892,Realgymnasiet Göteborg,Aktiv
78620943,2481,2120002635,"Tannbergsskolan 5, SFI",Vilande
29950006,2560,2120002734,Lärvux,Vilande
40751851,1781,2120001868,Humlans fritidshem,Vilande
96115551,1981,2120002098,Verdandi grundsär,Vilande
57146330,0581,2120000456,Komvux i Norrköping,Aktiv
38611877,0581,2120000456,Komvux Vård och omsorg,Aktiv
39064377,1383,2120001249,Bosgårdsskolan F-3 och fritidshem,Aktiv
64647994,1380,2120001215,Brearedsskolan F-6,Aktiv
81285832,1380,2120001215,Esperedsskolan F-6,Aktiv
58934713,1380,2120001215,Fyllingeskolan F-3,Aktiv
36214465,1380,2120001215,Snöstorpsskolan F,Vilande
95226024,1281,2120001132,Apelskolan,Aktiv
43054997,1281,2120001132,Backaskolan,Aktiv
86202475,1281,2120001132,Delfinskolan,Aktiv
29396502,1281,2120001132,Flygelskolan,Aktiv
64936034,1281,2120001132,Fågelskolan,Aktiv
99578308,1281,2120001132,Fäladsskolan,Aktiv
83803124,1281,2120001132,Genarps skola,Aktiv
85762828,1281,2120001132,Gunnesboskolan,Aktiv
63017061,1281,2120001132,Hagalundskolan,Aktiv
21703142,1281,2120001132,Hubertusgården,Aktiv
20140050,1281,2120001132,Idalaskolan,Aktiv
39307298,1281,2120001132,Järnåkraskolan 4-9,Aktiv
42754004,1281,2120001132,Killebäckskolan,Aktiv
89516312,1281,2120001132,Klostergårdskolan,Aktiv
30058363,1281,2120001132,Munspelets skola,Aktiv
26555956,1281,2120001132,Mårtenskolan,Aktiv
70811599,1281,2120001132,Nyvångskolan,Aktiv
54781241,1281,2120001132,Palettskolan,Aktiv
82239909,1281,2120001132,Påskagängets skola,Aktiv
88026111,1281,2120001132,Stenröseskolan,Aktiv
27508103,1281,2120001132,Svaleboskolan,Aktiv
14485761,1281,2120001132,Torna Hällestads skola,Aktiv
76684064,1281,2120001132,Tunaskolan,Aktiv
12127586,1281,2120001132,Vegalyckan,Aktiv
83324871,1281,2120001132,Vårfruskolan,Aktiv
58622330,1281,2120001132,Östratornskolan,Aktiv
67020135,1281,2120001132,Svaneskolan,Aktiv
98359271,2281,5566139290,Thoren Framtid Sundsvall F-3,Vilande
86659366,1480,5591364905,American International School of Gothenburg (AISG),Planerad
48822997,0115,2120000027,"Topasen, resursklass",Vilande
88912366,1261,5568642234,Pusselbiten Kävlinge,Vilande
43055357,2183,2220003111,Höghammargymnasiet RO1,Aktiv
57397381,1482,2120001371,Mimers Hus gymnasium Hugin,Vilande
56947954,1482,2120001371,Mimers Hus gymnasium Munin,Vilande
99730324,1880,8750037080,Alsalam,Vilande
86342794,0360,2120000266,Modersmålsundervisning,Vilande
86471786,1280,2120001124,Österportskolan,Aktiv
13492888,1473,2120001678,Kilenskolan,Aktiv
62456426,2480,5563758399,Sjölins Gymnasium Umeå,Vilande
93674454,2161,5591656151,Järvsögymnasiet,Aktiv
77295010,1880,2120001967,Kvinnerstagymnasiet gymnasiesärskola,Vilande
70620808,2132,2120002312,Ro integrerade särskoleelever,Vilande
31667120,0665,2120000522,Fenix Gymnasium 2,Aktiv
44661941,0665,2120000522,Fenix Gymnasium Sär,Aktiv
38439779,0186,5590933338,C A R L skolan Lidingö ,Vilande
88731583,1291,2120000969,Sankt Olofs skola,Aktiv
42158538,1291,2120000969,Piratenskolan,Aktiv
15213671,0581,8250032318,"Kunskapsljuset, Norrköping",Vilande
53048977,2584,2220000760,Lapplands Gymnasium Kiruna enh. 2,Aktiv
85054102,0180,2120000142,Sthlm Transport- och fordonstekniska gymnasiet 85054102,Aktiv
90006712,2584,5565528022,Rymdgymnasiet,Aktiv
20752831,0117,2120002890,Österåkers gymnasium,Aktiv
20099064,1380,2120001215,Sturegymnasiet 1,Aktiv
32671805,1380,2120001215,Sturegymnasiet 4,Aktiv
44341171,1380,2120001215,Sturegymnasiet 2,Aktiv
25525759,0180,2120000142,International School of the Stockholm Region 25525759,Aktiv
83272868,0191,2120000225,Arlandagymnasiet 1,Aktiv
65722876,1280,2120001124,Malmö Latinskola Ro 1,Aktiv
23708731,0184,5591198220,Svea Education,Vilande
77542264,1760,2120001785,Forsbroskolan komvux,Vilande
60010408,1760,2120001785,"Forsbroskolan, SFI",Vilande
19005839,1760,2120001785,Gymnasieutbildn. i Storfors,Vilande
58795381,1264,8480001588,Skurups Folkhögskola SFI,Vilande
54940200,0780,2120000662,Växjö International Baccalaureate grundskola,Vilande
33624606,0136,2120000084,Måsöskolan,Aktiv
62316380,1494,2120001694,Campus Västra Skaraborg Götene,Vilande
41077346,1494,2120001694,"Campus Västra Skaraborg, Vara SFI",Vilande
15346735,1494,2120001694,"Campus Västra Skaraborg, Vara Yrkesutbildning",Vilande
98178968,2514,7696209936,"Pålänge Friskola, fritidshem",Aktiv
16654786,0126,2120000068,Rosenhillskolan,Vilande
74218703,0604,2120000498,Aneby vuxenutbildning,Vilande
46611859,0182,5564648979,Rytmus Stockholm,Aktiv
67908927,1880,5564648979,Rytmus Örebro,Aktiv
85586216,0581,2120000456,Bråvallagymnasiet 4,Aktiv
25781314,1480,5567233431,AU Utbildning AB,Vilande
25051158,1489,2120001553,Alströmergymnasiet Sektor 7,Vilande
98937944,1737,2120001777,"Stjerneskolan, vuxenutb",Vilande
45536049,0139,8132004337,Kungsskolan,Vilande
99622911,1265,2120001090,Resursskolan Blentarp,Vilande
97537055,1265,2120001090,Resursskolan,Vilande
10193789,0483,2120000340,Duveholmsgymnasiet 3,Vilande
55654062,1780,2120001850,Nobelgymnasiet 1,Aktiv
83612768,1780,2120001850,Nobelgymnasiet 4,Aktiv
28432138,1780,2120001850,Nobelgymnasiet 5,Aktiv
65637648,1780,2120001850,Sundsta-Älvkullegymnasiet 5,Aktiv
73235474,1780,2120001850,Tingvallagymnasiet 1,Aktiv
38697974,1780,2120001850,Tingvallagymnasiet 5,Aktiv
28313791,0126,2120000068,Tomtbergaskolan,Aktiv
12915561,2425,2120002809,Strandenskolan Fsk - 3,Vilande
36022339,1383,2120001249,Hagaskolan F-3 och fritidshem,Aktiv
45240035,1383,2120001249,Spannarps skola F-3 och fritidshem,Aktiv
56817466,1487,2120001538,Silvertärnan,Vilande
59521477,1470,2120002924,Lagmansgymnasiet1,Aktiv
30499176,1470,2120002924,Nästegårdsskolan åk7-åk9,Aktiv
26209081,1080,2120000829,Nättraby kunskapscentrum 7-9,Vilande
33845802,1080,2120000829,Nättraby kunskapscentrum F-6,Vilande
76323160,1080,2120000829,Nättraby kunskapscentrum F-9,Aktiv
76977393,1883,2120001991,Häsängsskolan,Aktiv
17557206,0180,2120000142,Komvux Rosenlund,Vilande
30086854,1480,2120001355,Hvitfeldtska gymnasiet 5,Aktiv
39528347,2284,2120002445,Örnsköldsviks Gymnasium Beta,Aktiv
34988313,2284,2120002445,Örnsköldsviks Gymnasium Delta,Aktiv
85473846,2284,2120002445,Örnsköldsviks Gymnasium Gamma,Aktiv
71011494,2284,2120002445,Örnsköldsviks Gymnasium Jota,Aktiv
29744774,2284,2120002445,Örnsköldsviks Gymnasium Kappa,Aktiv
89690587,2284,2120002445,Örnsköldsviks Gymnasium Lambda,Aktiv
28045567,2284,2120002445,Örnsköldsviks Gymnasium Omega,Aktiv
20768651,2284,2120002445,Örnsköldsviks Gymnasium Sigma,Aktiv
93622674,0882,5562216027,Etec Teknikutbildning AB komvux,Vilande
42597706,1715,2120001751,Stenåsenskolan,Vilande
35088634,0380,5566066980,Hvilan Gymnasium Uppsala,Vilande
40067679,1263,2120001074,Naverlönnskolan 4-6,Vilande
51827038,0123,2120000043,Kommunala vuxenutbildningen,Aktiv
94468610,2580,2120002742,"Luleå gymnasieskola, skolenhet E",Aktiv
91165303,2580,2120002742,"Luleå Gymnasieskola, skolenhet I",Aktiv
75324351,2521,2220000760,Lapplands Gymnasium Pajala,Aktiv
27027530,2281,2120002411,Granbergsskolan,Aktiv
76937737,2281,2120002411,Kyrkmons skola,Aktiv
89919355,1784,2120001892,Agnetebergsskolan,Vilande
21175613,2284,2120002445,Sidensjöskolan,Aktiv
69869637,2284,2120002445,Köpmanholmenskolan,Aktiv
39171821,0180,2120000142,Örbyskolan,Aktiv
96984023,0180,2120000142,Östermalmsskolan,Aktiv
22030561,0180,2120000142,Östbergaskolan,Aktiv
15594566,0180,2120000142,Äppelviksskolan,Aktiv
94864296,0180,2120000142,Åsö grundskola,Aktiv
92007673,0180,2120000142,Västertorpsskolan,Aktiv
52863414,0180,2120000142,Vasa Real,Aktiv
68893390,0180,2120000142,Ulvsundaskolan,Aktiv
72627865,0180,2120000142,Alviksskolan,Aktiv
58294404,0180,2120000142,Tellusborgsskolan,Aktiv
88795871,0180,2120000142,Södra Ängby skola,Aktiv
48363218,0180,2120000142,Solhemsängens skola,Aktiv
26852132,0180,2120000142,Solhemsskolan,Aktiv
34671128,0180,2120000142,Solbergaskolan,Aktiv
50060022,0180,2120000142,Smedshagsskolan,Aktiv
59468219,0180,2120000142,Slättgårdsskolan,Aktiv
76952966,0180,2120000142,Skanskvarnsskolan,Aktiv
70592143,0180,2120000142,Sjöviksskolan,Aktiv
19942197,0180,2120000142,Sandåkraskolan,Aktiv
97686250,0180,2120000142,Rödabergsskolan,Aktiv
29158808,0180,2120000142,Observatorielundens skola,Aktiv
43166282,0180,2120000142,Nälstaskolan,Aktiv
83828066,0180,2120000142,Nya Elementar,Aktiv
46165232,0180,2120000142,Mälarhöjdens skola,Aktiv
16348406,0180,2120000142,Matteusskolan,Aktiv
69895255,0180,2120000142,Mariaskolan,Aktiv
31903219,0180,2120000142,Magelungsskolan,Aktiv
72009890,0180,2120000142,Lilla Adolf Fredriks skola,Aktiv
72345466,0180,2120000142,Kvarnbyskolan,Aktiv
57329777,0180,2120000142,Konradsbergsskolan,Aktiv
23617768,0180,2120000142,Katarina Norra skola,Aktiv
22777703,0180,2120000142,Johannes skola,Aktiv
97683561,0180,2120000142,Johan Skytteskolan,Aktiv
57184925,0180,2120000142,Hökarängsskolan,Aktiv
24716970,0180,2120000142,Högalidsskolan,Aktiv
87838841,0180,2120000142,Hässelbygårdsskolan,Aktiv
70329261,0180,2120000142,Hägerstensåsens skola,Aktiv
82110758,0180,2120000142,Hagsätraskolan,Aktiv
93412255,0180,2120000142,Gubbängsskolan,Aktiv
44185751,0180,2120000142,Gröndalsskolan,Aktiv
64841247,0180,2120000142,Ekensbergsskolan,Aktiv
13301127,0180,2120000142,Ekens skola,Aktiv
25555358,0180,2120000142,Eiraskolan,Aktiv
20683111,0180,2120000142,Bäckahagens skola,Aktiv
17165481,0180,2120000142,Brotorpsskolan,Aktiv
92347699,0180,2120000142,Bromstensskolan,Aktiv
40383398,0180,2120000142,Bromma kyrkskola,Aktiv
14121892,0180,2120000142,Bredängsskolan,Aktiv
62533129,0180,2120000142,Bobergsskolan,Aktiv
56949296,0180,2120000142,Blackebergsskolan,Aktiv
46616391,0180,2120000142,Beckombergaskolan,Aktiv
45364437,0180,2120000142,Bandhagens skola,Aktiv
13679897,0180,2120000142,Bagarmossens skola,Aktiv
47979659,0180,2120000142,Backluraskolan,Aktiv
72672270,0180,2120000142,Aspuddens skola,Aktiv
68812584,0180,2120000142,Askebyskolan,Aktiv
41285467,0180,2120000142,Adolfsbergsskolan,Aktiv
99648792,0180,2120000142,Adolf Fredriks musikklasser,Aktiv
44673074,0180,2120000142,Abrahamsbergsskolan,Aktiv
27115998,1780,5569172041,Fria Läroverken Karlstad,Aktiv
68734112,1861,2220001180,Alléskolan 4,Aktiv
19930101,1485,2120001397,"Uddevalla gymnasieskola, Östrabo Y FT",Aktiv
88956420,0120,5569516742,Mälardalens Ridgymnasium Gustavsberg,Aktiv
43803475,0580,5561203679,NTI Gymnasiet Linköping,Vilande
18464749,0180,5592084981,Auxilirec AB,Vilande
99056007,0380,2120003005,Almunge skola,Aktiv
88295885,1278,2120000944,Östra Karups skola,Aktiv
94453321,1278,2120000944,Förslövs skola F-9,Aktiv
53180719,0140,5562575786,Praktiska Gymnasiet Nykvarn,Aktiv
82140090,0180,2120000142,Blommensbergsskolan,Vilande
48978921,1256,2120000860,Västerskolan,Aktiv
42199413,0685,8275002254,Ädelfors Folkhögskola SFI,Vilande
53471701,2280,2021005745,Kristinaskolan,Aktiv
22786058,0682,2120000548,Brinellgymnasiet 5,Vilande
25440089,1490,2120001561,Erikslundskolan Sär 1-6,Vilande
51138198,1490,2120001561,Erikslundskolan Sär 1-6,Vilande
26042120,1490,2120001561,Erikslundskolan Sär 7-9,Vilande
51384712,1490,2120001561,Erikslundskolan Sär 7-9,Vilande
29733255,0184,5566157102,ProCivitas Privata Gymnasium Karlberg,Aktiv
32255976,1491,2120001579,Ulrikaskolan,Aktiv
76942525,0160,5562575786,Praktiska Gymnasiet Täby,Aktiv
71929526,2481,2120002635,Tannbergsskolan 4,Aktiv
54361227,1402,2120001272,Björndammens skola F-6,Aktiv
99755443,0180,2120000142,Östra Reals gymnasium 99755443,Aktiv
62104139,1290,2120000951,Österänggymnasiet 64,Aktiv
67955528,1481,5591640734,Eyes4work AB,Vilande
56943892,1490,2120001561,Gymnasial Yrkesutbildning,Aktiv
11138440,1490,2120001561,Bäckängsgymnasiet E,Aktiv
86440798,0136,5565927026,Haninge Montessoriskola,Aktiv
26167236,2580,5562575786,Praktiska Gymnasiet Luleå,Aktiv
74059098,1980,5590369186,Floristutbildarna Käll & Vadadi AB,Vilande
66912789,0191,2120000225,Arlandagymnasiet 2,Aktiv
13579948,0191,2120000225,S:t Olofs skola,Aktiv
10466501,0680,2120000530,Torpaskolan,Aktiv
50783450,0126,2120000068,Vistaskolan,Aktiv
51938440,1281,2120001132,Håstads skola,Aktiv
67190366,1402,2120001272,Vallhamra skola 4-6,Aktiv
24653964,1280,2120001124,Komvux Malmö ro 4 - Movant,Aktiv
38400227,0483,2120000340,Lindengymnasiet,Aktiv
77775471,1280,2120001124,Pauliskolan komvux Barn och fritid,Aktiv
54332921,0160,5564870771,Mellansjö skola,Aktiv
49109752,0180,5564870771,Marcusskolan,Aktiv
95946223,0180,5568434095,Kung Saga Gymnasium,Aktiv
32640394,0184,5564969367,Haga VIP  Gymnasiesärskola,Aktiv
69431202,0184,5564969367,Haga VIP Grundsärskola,Aktiv
40593329,0163,5564969367,Järva VIP För- och Grundsärskola,Aktiv
68319563,0163,5564969367,Järva VIP Gymnasiesärskola,Aktiv
64971454,1281,5568642234,Pusselbitens skola Dalby,Aktiv
87086776,1462,5564396868,Solhagaskolan,Aktiv
81535814,1214,5566930417,"Blichers friskola, Norrvidinge",Aktiv
38683336,0180,2120000142,Kungl. Svenska Balettskolan gy 38683336,Aktiv
76523419,1470,2120002924,Arentorps skola,Aktiv
28403786,1281,2120001132,Kulparkskolan,Aktiv
13504003,1281,2120001132,Vallkärra skola,Aktiv
68533503,1763,2120001819,Forshaga Lärcenter H-stadiet,Aktiv
27783058,1763,2120001819,Skivedsskolan,Aktiv
25648215,1280,5562575786,Praktiska Gymnasiet Malmö City,Aktiv
90579579,1480,8572065566,Folkhögskolan Angered/SFI,Vilande
67415290,2321,2220001636,Jämtlands Vux Åre,Aktiv
91028924,1480,2120001355,SIMA Folkhögskola,Aktiv
23595881,0120,2120000035,Vuxenutbildningsenheten Värmdö,Aktiv
59455288,0482,2120000332,Prins Wilhelm gymnasiet,Aktiv
19612340,1485,2120001397,Forshällaskolan,Aktiv
73720954,0160,5566096516,Runborg Dibber,Vilande
56867397,0163,5566096516,Silverbäcken Dibber,Aktiv
32421136,1080,2120000829,Rödebyskolan F-9,Aktiv
55592897,1080,2120000829,Sturköskolan F-6,Aktiv
14388216,1080,2120000829,Tullskolan F-6,Aktiv
63323984,1080,2120000829,Wämöskolan 7-9,Aktiv
17915277,1080,2120000829,Jämjö kyrkskola F-3,Vilande
20104552,1080,2120000829,Jändelskolan 7-9,Vilande
10302576,1862,2120001934,Bruksskolan,Aktiv
45554806,1862,2120001934,Strömtorpsskolan,Aktiv
78789031,1080,2120000829,Jändelskolan 4-6,Vilande
65775074,0581,2120000456,Svärtingehus 1,Aktiv
72276266,0780,2120000662,Katedralskolan 5,Aktiv
85014247,1290,5569863433,Academy of Retail and Business (ARB),Aktiv
76304810,0380,2120003005,Ekuddenskolan,Aktiv
25794770,0380,2120003005,Eriksskolan,Aktiv
65192477,0380,2120003005,Fredrika Bremerskolan,Aktiv
22200527,0380,2120003005,Knutby skola,Aktiv
30158985,0380,2120003005,Länna skola,Aktiv
29677535,0380,2120003005,Nannaskolan,Aktiv
72802066,0380,2120003005,Stavby skola,Aktiv
99536619,0380,2120003005,Sunnerstaskolan,Aktiv
21969379,0380,2120003005,Sverkerskolan,Aktiv
30655993,0380,2120003005,Treklangens skola,Aktiv
26666728,0380,2120003005,Tuna skola,Aktiv
48134074,0380,2120003005,Västra Stenhagenskolan,Aktiv
61824203,0380,2120003005,Vänge skola,Aktiv
92938213,0380,2120003005,Uppsävjaskolan,Aktiv
58543554,0380,2120003005,Järlåsa skola,Aktiv
60543153,0380,2120003005,Börje skola,Aktiv
18020988,0380,2120003005,Östra Stenhagenskolan,Aktiv
80509560,0114,8160005966,Engelska skolan Upplands Väsby,Aktiv
38299211,1266,2120001108,Frostaskolan 7-9,Aktiv
47853283,1266,2120001108,Frostaskolan F-6,Aktiv
69865450,0380,5562575786,Praktiska Gymnasiet Uppsala,Aktiv
70041113,0581,5566066980,Hvilan Gymnasium Norrköping,Vilande
77843821,0780,2120000662,Teknikum 3,Aktiv
19853682,2401,2120002536,Nordmalings vuxenutbildning,Aktiv
21833095,1383,2120001249,Vuxenutbildningen Varbergs kommun,Aktiv
90076880,1264,2120001082,"Nils Holgersson vuxenutbildning, SFI",Aktiv
93320132,0191,2120000225,S:ta Gertruds skola,Aktiv
87920455,0180,2120000142,Skönstaholmsskolan,Aktiv
73217812,0183,2120000175,S:t Martins gymnasium,Aktiv
24181728,1233,2120001033,Stora Hammars skola,Aktiv
10938309,1233,2120001033,Hököpinge skola,Aktiv
71367825,1233,2120001033,Sandeplanskolan,Aktiv
77661225,2421,2120002577,Storumans lärcentrum SFI,Vilande
97480702,2421,2120002577,Vallnässkolan,Aktiv
