Skolenhetskod;Skolenhetsnamn;Huvudman_Namn
75580959;Rikstens skola;BOTKYRKA KOMMUN
76849293;Rikstens skola Trampolinen 1GR;BOTKYRKA KOMMUN
87412084;Skolan LÄR;LÄR I VÄRMDÖ AB
50440274;Central Insamlingsenhet;ÖRNSKÖLDSVIKS KOMMUN
79844557;Leteboskolan;Letebo Utbildning AB
40576389;Apladalsskolan;VÄRNAMO KOMMUN
16577552;Finnvedens Gymnasium 1;VÄRNAMO KOMMUN
99856371;Falkenbergsskolan;KALMAR KOMMUN
21736926;Funkaboskolan;KALMAR KOMMUN
27416472;Gröndalsskolan;KALMAR KOMMUN
27272633;Hagbyskolan;KALMAR KOMMUN
39111157;Halltorpsskolan;KALMAR KOMMUN
31322470;Rytmus Borlänge;Rytmus AB
29725531;Engelska Skolan Norr;Engelska Skolor och Förskolor i Sverige AB
63673299;Lindöskolan;KALMAR KOMMUN
66455663;Engelska Skolan Novia;Engelska Skolor och Förskolor i Sverige AB
43442452;Pårydsskolan;KALMAR KOMMUN
55238162;Rinkabyholmsskolan;KALMAR KOMMUN
74676128;Rocknebyskolan;KALMAR KOMMUN
53231578;LBS Kreativa Gymnasiet Göteborg;LJUD & BILDSKOLAN LBS AB
46785601;Björkhagaskolan;SÖDERKÖPINGS KOMMUN
47758313;Komvux SFI;ÄLVKARLEBY KOMMUN
79012102;Södermöreskolan;KALMAR KOMMUN
74570653;Tallhagsskolan;KALMAR KOMMUN
61033733;Trekantenskolan;KALMAR KOMMUN
76371416;Tvärskogsskolan;KALMAR KOMMUN
18784702;Vasaskolan;KALMAR KOMMUN
21643384;Central Insamlingsenhet-Skolmottagningsenheten;KALMAR KOMMUN
59650242;Vuxenutbildningen i Valdemarsvik;VALDEMARSVIKS KOMMUN
46609170;Stensbo skola;STENSBO SKOLA IDEELL FÖRENING
86787111;LBS Kreativa Gymnasiet Linköping;LJUD & BILDSKOLAN LBS AB
97931189;LBS Kreativa Gymnasiet Malmö;LJUD & BILDSKOLAN LBS AB
17083056;LBS Kreativa Gymnasiet Växjö;LJUD & BILDSKOLAN LBS AB
66095163;LBS Kreativa Gymnasiet Varberg;LJUD & BILDSKOLAN LBS AB
94207720;LBS Kreativa Gymnasiet Örebro;LJUD & BILDSKOLAN LBS AB
10968377;Designgymnasiet Göteborg;Designgymnasiet i Sverige AB
42662249;Designgymnasiet Malmö;Designgymnasiet i Sverige AB
49867789;Nya Läroverket Svartöstaden;Nya läroverket Luleå AB
77718188;Olinsgymnasiet i Götene;Olinsgymnasiet i Skara AB
88850910;Ållebergsgymnasiet C;FALKÖPINGS KOMMUN
89287364;Olinsgymnasiet Sparresäter;Olinsgymnasiet i Skara AB
69360339;Olinsgymnasiet Tibro;Olinsgymnasiet i Skara AB
27411228;Hjärups skola;STAFFANSTORPS KOMMUN
79472428;Tottarps skola;STAFFANSTORPS KOMMUN
36688121;Central Insamlingsenhet;VÅRGÅRDA KOMMUN
70550787;Anpassad grundskola;VÅRGÅRDA KOMMUN
68453756;Karlskrona anpassade grundskola;KARLSKRONA KOMMUN
29794705;Karlskrona Resursskola Aklejaskolan;KARLSKRONA KOMMUN
22763731;International School of Karlskrona;KARLSKRONA KOMMUN
96392396;Tvingskola F-2;KARLSKRONA KOMMUN
54399371;Karlstads Globala Gymnasium;Global bildning AB
71010514;Mogaskolan F-6;SVENLJUNGA KOMMUN
23282133;Sameskolan Tärnaby;SAMESKOLSTYRELSEN
24140857;Mellansjö grundsärskola;Nytida Enigma AB
74792256;Ånge grundskola;ÅNGE KOMMUN
50159178;Anpassad grundskola;SVENLJUNGA KOMMUN
53696651;Central Insamlingsenhet Enskild verksamhet;HAGFORS KOMMUN
64839129;Nya Skolan Egna Hem;NYA SKOLAN TROLLHÄTTAN AKTIEBOLAG
26192639;Movant vuxenutbildning - Göteborg;GÖTEBORGS KOMMUN
79184966;Blåklockans fritidshem;FÖRÄLDRAKOOPERATIVET BLÅKLOCKAN I BONÄS EK FÖREN
41867682;NTI Gymnasiet Karlstad;NTI Gymnasiet Ellips AB
53698122;NTI Handelsgymnasiet Göteborg;NTI Gymnasiet Macro AB
86547467;NTI Vetenskapsgymnasiet Gävle;NTI Gymnasiet Macro AB
94852779;Trädgårdsstadens skola;SKÖVDE KOMMUN
50095535;Skälbyskolan;CK Utbildning AB
28562125;Ölands Friskola;Friskolan Öland AB
76062240;Central elevvårdsenhet;KLIPPANS KOMMUN
27268498;Magelungens Gymnasium Göteborg;Magelungen Utveckling AB
45466628;Magelungens Gymnasium Uppsala;Magelungen Utveckling AB
32451623;Modersmålsenhet;SKURUPS KOMMUN
40285376;Sandhems skola;MULLSJÖ KOMMUN
68546833;Montessorifriskolan i Eslöv;ESLÖVS MONTESSORIFRISKOLA
71558379;Vuxenutbildning Hallstahammar;HALLSTAHAMMARS KOMMUN
43649848;Flygteknikcenter, Ljungbyhed;KLIPPANS KOMMUN
80152257;Östra Ängsskolan;KLIPPANS KOMMUN
81136807;Bergaskolan;SMEDJEBACKENS KOMMUN
48623893;Hagge skola;SMEDJEBACKENS KOMMUN
44337763;Röda Berga;SMEDJEBACKENS KOMMUN
68980831;Vuxenutbildningen Falkenberg;FALKENBERGS KOMMUN
45890320;Pilagårdsskolan;KLIPPANS KOMMUN
10822811;Snyggatorpsskolan;KLIPPANS KOMMUN
84247499;Tegelbruksskolan;KLIPPANS KOMMUN
27041885;Åbyskolan;KLIPPANS KOMMUN
55815717;Central Insamlingsenhet Kommunal verksamhet;LOMMA KOMMUN
58076252;Löddesnässkolan;LOMMA KOMMUN
28754789;Holstagårdsskolan;HELSINGBORGS KOMMUN
95569780;Modersmålsundervisning;HELSINGBORGS KOMMUN
32853655;Rönnbäcksskolans grundsärskola;HELSINGBORGS KOMMUN
64728140;Ättekullaskolan;HELSINGBORGS KOMMUN
54806839;Viby friskola;OGENHOLTS FRISKOLA AB
24538846;Bildningscentrum Facetten;ÅTVIDABERGS KOMMUN
38012987;Central Insamlingsenhet Enskild verksamhet;ÅTVIDABERGS KOMMUN
39160736;Bolidenskolan;SKELLEFTEÅ KOMMUN
87194036;Lövångersskolan;SKELLEFTEÅ KOMMUN
48983548;Morö backe skola;SKELLEFTEÅ KOMMUN
20566987;Norrhammarskolan;SKELLEFTEÅ KOMMUN
60086441;Vebomarks fritidshem;SKELLEFTEÅ KOMMUN
66382100;Kompetenscentrum för flerspråkighet;UMEÅ KOMMUN
38773219;Pedagogiskt stödcentrum;UMEÅ KOMMUN
57942242;Jenny Nyströmskolan A;KALMARSUNDS GYMNASIEFÖRBUND
54655009;Jenny Nyströmskolan B;KALMARSUNDS GYMNASIEFÖRBUND
37917591;Lars Kaggskolan;KALMARSUNDS GYMNASIEFÖRBUND
23058925;Stagneliusskolan;KALMARSUNDS GYMNASIEFÖRBUND
84585645;Hagaskolan;DJURGÅRDENS WALDORFSKOLEFÖRENING
10161117;Björndalsskolan F-3;TROLLHÄTTANS KOMMUN
68135041;Central Insamlingsenhet;TROLLHÄTTANS KOMMUN
57342282;Hälltorpskolan F-3;TROLLHÄTTANS KOMMUN
14423966;Kronan F-3;TROLLHÄTTANS KOMMUN
41888308;Sjukhusskolan;TROLLHÄTTANS KOMMUN
62124821;Stavreskolan F-5;TROLLHÄTTANS KOMMUN
31782778;Katarinaskolan;VADSTENA KOMMUN
21550555;Petrus Magni skola;VADSTENA KOMMUN
14324836;S:t Persskolan;VADSTENA KOMMUN
66081096;Trollhättans anpassade grundskola 1-6;TROLLHÄTTANS KOMMUN
48012955;Trollhättans anpassade grundskola 7-9;TROLLHÄTTANS KOMMUN
45830583;Karlskoga Idrottsgymnasium;Karlskoga Idrottsgymnasium AB
54226075;Möllebackens fritidshem;AUSÅS SCOUTKÅR
25894254;Montessoriskolan Skäret;SKÄRET SKOLKOOPERATIV EK.FÖR.
68403656;Sverigefinska skolan i Upplands Väsby;STIFTELSEN SPRÅKSKOLAN I UPPLANDS VÄSBY
70923626;Sågbäcksgymnasiet;HUDDINGE KOMMUN
88746223;Communityskolan Tynnered;RM Bildning AB
13936858;Södra skolan;Södra skolan i Kalmar AB
38368827;Profilskolan Excel;Profilfriskolan Excel AB (svb)
41284234;Vålbergsskolan F-6;KARLSTADS KOMMUN
38215460;Europaskolan Malmköping;Europaskolan Malmköping AB
99101903;Anpassad gymnasieskola;KARLSKOGA KOMMUN
70669322;Möckelngymnasiet;KARLSKOGA KOMMUN
97270136;Möckelngymnasiet Ro 3;KARLSKOGA KOMMUN
48931433;Möckelngymnasiet Ro 2;KARLSKOGA KOMMUN
19909435;Möckelngymnasiet Ro 4;KARLSKOGA KOMMUN
43913989;Central Insamlingsenhet Modersmålsavdelningen Karlskoga;KARLSKOGA KOMMUN
73135627;Cuben Utbildning AB/SFI;GÖTEBORGS KOMMUN
25454140;Folkuniversitetet/Komvux;GÖTEBORGS KOMMUN
34314029;Ängsdals skolor AB;Ängsdals skolor AB
38372572;Folkuniversitetet/SFI;GÖTEBORGS KOMMUN
25471493;Iris/SFI och komvux;GÖTEBORGS KOMMUN
39863942;Åkers skola;VAGGERYDS KOMMUN
29375829;Central Insamlingsenhet;OSBY KOMMUN
67170282;Klockarskogsskolan F-3;OSBY KOMMUN
58219202;Bodbysunds miljöskola;BODBYSUNDS MILJÖSKOLAS EKONOMISKA FÖRENING
37630524;Rannebergsskolan F-3;GÖTEBORGS KOMMUN
31966730;Rosendalsskolan F-6;GÖTEBORGS KOMMUN
12868813;Rävebergsskolan F-3;GÖTEBORGS KOMMUN
48773104;Sandarnaskolan F-6;GÖTEBORGS KOMMUN
91683255;Sandeklevsskolan F-9;GÖTEBORGS KOMMUN
49474076;Sannaskolan 7-9;GÖTEBORGS KOMMUN
76261770;Santosskolan 7-9;GÖTEBORGS KOMMUN
25991607;Sisjöskolan F-3;GÖTEBORGS KOMMUN
65688769;Skytteskolan F-9;GÖTEBORGS KOMMUN
94336500;Skårsskolan F-6;GÖTEBORGS KOMMUN
21231498;Skälltorpsskolan 7-9;GÖTEBORGS KOMMUN
28887899;Solbackeskolan F-6;GÖTEBORGS KOMMUN
10245367;Svartedalsskolan 4-9;GÖTEBORGS KOMMUN
72450138;Talldungeskolan F-3;GÖTEBORGS KOMMUN
11465652;Torpaskolan F-9;GÖTEBORGS KOMMUN
89487045;Torslandaskolan 7-9;GÖTEBORGS KOMMUN
82589201;Torslandaskolan F-6;GÖTEBORGS KOMMUN
72624322;Tretjärnsskolan F-3;GÖTEBORGS KOMMUN
24070185;Tångenskolan F-6;GÖTEBORGS KOMMUN
72572754;Utbynässkolan F-3;GÖTEBORGS KOMMUN
39000072;Utmarksskolan 4-9;GÖTEBORGS KOMMUN
23072996;Central Insamlingsenhet;TÄBY KOMMUN
84500401;Ånässkolan F-6;GÖTEBORGS KOMMUN
30072224;Älvegårdsskolan F-3;GÖTEBORGS KOMMUN
79522184;Kvibergsskolan F-9;GÖTEBORGS KOMMUN
66906957;Annedalsskolan F-6;GÖTEBORGS KOMMUN
44439157;Backaskolan F-6;GÖTEBORGS KOMMUN
53660780;Göteborgregionens tekniska gy;Göteborgs Tekniska College Aktiebolag
26299421;Backegårdsskolan F-6;GÖTEBORGS KOMMUN
25410468;Bagaregårdsskolan F-6;GÖTEBORGS KOMMUN
96685185;Bergsgårdsskolan F-6;GÖTEBORGS KOMMUN
37407044;Bjurslättsskolan F-6;GÖTEBORGS KOMMUN
43136650;Björkåsskolan F-6;GÖTEBORGS KOMMUN
89356085;Hultskolan F-6;GÖTEBORGS KOMMUN
60279184;Härlandatjärnskolan F-9;GÖTEBORGS KOMMUN
47969716;Sigtunaskolan hum. läroverket, int gr;SIGTUNA SKOLSTIFTELSE
50906954;Sigtunaskolan hum. läroverket, int gy;SIGTUNA SKOLSTIFTELSE
99852133;Ellen Keyskolan F-6;GÖTEBORGS KOMMUN
64026031;Emmaskolan F-3;GÖTEBORGS KOMMUN
60764994;Fjällboskolan F-5;GÖTEBORGS KOMMUN
53332364;Fjällskolan F-6;GÖTEBORGS KOMMUN
85514854;Snäckebergsskolan F-3;GÖTEBORGS KOMMUN
44605298;Frejaskolan F-9;GÖTEBORGS KOMMUN
29744401;Gamlestadsskolan F-9;GÖTEBORGS KOMMUN
85656343;Glöstorpsskolan 7-9;GÖTEBORGS KOMMUN
11814097;Guldhedsskolan F-9;GÖTEBORGS KOMMUN
30107536;Gunnaredsskolan F-3;GÖTEBORGS KOMMUN
17484314;Gunnestorpsskolan F-6;GÖTEBORGS KOMMUN
75004443;Gärdsmosseskolan F-6;GÖTEBORGS KOMMUN
17157735;Hagaskolan F-5;GÖTEBORGS KOMMUN
31665312;Hagenskolan F-6;GÖTEBORGS KOMMUN
62479729;Herrgårdsskolan F-6;GÖTEBORGS KOMMUN
17065517;Parkskolan F-6;GÖTEBORGS KOMMUN
60715716;Johannebergsskolan Montessori F-5;GÖTEBORGS KOMMUN
55124975;Jättestensskolan F-9;GÖTEBORGS KOMMUN
30181143;Strängnäs Montessoriskola;Strängnäs Montessoriskola Ekonomisk förening
38862939;Landamäreskolan F-3;GÖTEBORGS KOMMUN
95749495;Rävekärrs anpassade grundskola;MÖLNDALS KOMMUN
16883454;Mossebergsskolan F-2;GÖTEBORGS KOMMUN
65651613;Nygårdsskolan F-9;GÖTEBORGS KOMMUN
87375656;Lindåsskolan F-9;GÖTEBORGS KOMMUN
28236603;Långedragsskolan F-6;GÖTEBORGS KOMMUN
15623804;Nya Varvetskolan F-6;GÖTEBORGS KOMMUN
48653651;Lerlyckeskolan F-6;GÖTEBORGS KOMMUN
75602219;Montessoriskolan Elyseum 6-9;GÖTEBORGS KOMMUN
62419611;Lundenskolan F-9;GÖTEBORGS KOMMUN
47120557;Nytorpsskolan 4-9;GÖTEBORGS KOMMUN
31928894;Lövgärdesskolan 4-9;GÖTEBORGS KOMMUN
39701961;Lärjeskolan F-9;GÖTEBORGS KOMMUN
29670879;Lillebyskolan F-6;GÖTEBORGS KOMMUN
67959518;Ekeskolan;SPECIALPEDAGOGISKA SKOLMYNDIGHETEN
46441044;Bergagårdsskolan;ÖCKERÖ KOMMUN
53126890;Fotö skola;ÖCKERÖ KOMMUN
92940771;Hedens skola 7-9;ÖCKERÖ KOMMUN
48863032;Adolfsbergsskolan anpassad grundskola och RH;ÖREBRO KOMMUN
18426917;Almby särskola;ÖREBRO KOMMUN
30738069;Askers skola;ÖREBRO KOMMUN
17183375;Glanshammars skola;ÖREBRO KOMMUN
21475197;Östergårdsskolan;MÖLNDALS KOMMUN
45889125;Bobygda skola;BOBYGDENS FRAMTID EKONOMISK FÖRENING
42072415;Rostaskolan F-3;ÖREBRO KOMMUN
18324124;Rostaskolan F-6;ÖREBRO KOMMUN
43531553;Brickebackens anpassade grundskola;ÖREBRO KOMMUN
38444785;Tullängsgymnasiet anpassad gymnasieskola;ÖREBRO KOMMUN
19058719;Tullängsgymnasiet anpassad gymnasieskola för DH;ÖREBRO KOMMUN
35632014;Ullvi1;KÖPINGS KOMMUN
74113513;Virginska gymnasiet anpassad gymnasieskola;ÖREBRO KOMMUN
82604399;Enheten för flerspråkighet;ÖREBRO KOMMUN
25698509;Naturbruksskolan Sötåsen;VÄSTRA GÖTALANDSREGIONEN
41621337;Malmaskolan;FLENS KOMMUN
21080571;Anderstorpsgymnasiet 6;SKELLEFTEÅ KOMMUN
33084446;Skoftebyskolan 2-6;TROLLHÄTTANS KOMMUN
91422929;Central Insamlingsenhet Kommunal verksamhet;FLENS KOMMUN
28106559;Lindeparkens anpassade gymnasieskola;STOCKHOLMS KOMMUN
46449974;Lillsjöskolan;ÖSTERSUNDS KOMMUN
56211717;Sveriges Ridgymnasium Flyinge;Sveriges Ridgymnasium AB
27597104;Sveriges Ridgymnasium Kungsbacka;Sveriges Ridgymnasium AB
74938627;Bettna skola;FLENS KOMMUN
59846075;Bruksskolan;FLENS KOMMUN
83252289;Kyrkskolan;FLENS KOMMUN
59150456;Stenhammarskolan;FLENS KOMMUN
59749099;Bråvallagymnasiet 5;NORRKÖPINGS KOMMUN
50999973;Prolympia Sundsvall 7-9;ULNO AB
84853688;Prolympia Sundsvall Fsk-1;ULNO AB
14075649;Central Insamlingsenhet;MÖLNDALS KOMMUN
51262953;Anpassad grundskola Spiken;ESKILSTUNA KOMMUN
47290296;Anpassad grundskola Djurgården;ESKILSTUNA KOMMUN
61836686;Anpassad grundskola Idun;ESKILSTUNA KOMMUN
87095321;Anpassad grundskola Odlaren 1;ESKILSTUNA KOMMUN
84568921;Anpassad gymnasieskola Odlaren 1;ESKILSTUNA KOMMUN
82110468;Anpassad grundskola Odlaren 2;ESKILSTUNA KOMMUN
65025285;Skiftingehus F-9;ESKILSTUNA KOMMUN
66434889;Anpassad grundskola Årby;ESKILSTUNA KOMMUN
31316271;Anpassad grundskola Ärsta;ESKILSTUNA KOMMUN
85862849;Brattebergsskolan 7-9;ÖCKERÖ KOMMUN
49915846;Kompetenscentrum SFI;TIDAHOLMS KOMMUN
69302313;Rudbecksgymnasiet 2;TIDAHOLMS KOMMUN
12053461;Oxelöskolan;OXELÖSUNDS KOMMUN
85200474;Magelungens Grundskola Långbropark;Magelungen Utveckling AB
57034070;Magelungens Grundskola Södermalm;Magelungen Utveckling AB
14872951;Magelungens Grundskola Södertälje;Magelungen Utveckling AB
39922552;Magelungens Grundskola Uppsala;Magelungen Utveckling AB
64745639;Magelungens Grundskola Gävle;Magelungen Utveckling AB
90553565;Magelungens Grundskola Helsingborg;Magelungen Utveckling AB
27809289;Hermodsdalsskolan - Anpassad grundskola;MALMÖ KOMMUN
74946796;Mellersta Förstadsskolan - Anpassad grundskola;MALMÖ KOMMUN
72625082;Rörsjöskolan - Anpassad grundskola;MALMÖ KOMMUN
31254149;Sockerbruksskolans - Anpassad grundskola;MALMÖ KOMMUN
59926249;Annebergsskolan;MALMÖ KOMMUN
17159507;Fridhemsskolan;MALMÖ KOMMUN
26676746;Geijerskolan;MALMÖ KOMMUN
97818558;Rörsjöskolan;MALMÖ KOMMUN
44027818;Stommenskolan F-3;MARKS KOMMUN
43553236;Stommenskolan 4-6;MARKS KOMMUN
85151844;Modersmålsundervisning;MARKS KOMMUN
31996111;Videdals privatskolor;AKTIEBOLAGET VIDEDALS PRIVATSKOLOR
11018018;Pops Academy Östermalm;Pops Academy AB
45553352;Montessori Mondial Kungsholmen;International Montessori School Sweden AB
42908622;Innovitaskolan Mölndal;AcadeMedia fria grundskolor AB
19504051;Noblaskolan Löddeköpinge;AcadeMedia fria grundskolor AB
89851619;JENSEN grundskola Bro-Mälarstrand;JENSEN EDUCATION COLLEGE AB
65099615;Värner Rydénskolan F-6;MALMÖ KOMMUN
80815525;Värner Rydénskolan 7-9;MALMÖ KOMMUN
80731562;JENSEN grundskola Kvarnsjön;JENSEN EDUCATION COLLEGE AB
61994062;JENSEN grundskola Malmö 2;JENSEN EDUCATION COLLEGE AB
10435966;JENSEN grundskola Norrköping;JENSEN EDUCATION COLLEGE AB
52925821;JENSEN grundskola Sickla;JENSEN EDUCATION COLLEGE AB
97879425;JENSEN grundskola Uppsala 2;JENSEN EDUCATION COLLEGE AB
97814555;Mörmoskolan F-6;HAMMARÖ KOMMUN
13582062;Järvaskolan;Järvaskolan AB
16274059;Edvinshemsskolan;YSTAD KOMMUN
50036176;Högsbogårdsskolan 1-9;GÖTEBORGS KOMMUN
15564869;Kannebäcksskolan 1-9 anpassad grundskola;GÖTEBORGS KOMMUN
45170446;Hedeskoga skola;YSTAD KOMMUN
52279246;Källan skola;YSTAD KOMMUN
19720242;Olshammarskolan 1-9;GÖTEBORGS KOMMUN
10475419;Backaskolan;YSTAD KOMMUN
80768929;Kärralundsskolan 1-9 anpassad grundskola;GÖTEBORGS KOMMUN
44841058;Löderups skola;YSTAD KOMMUN
89680009;Norreportskolan;YSTAD KOMMUN
67247370;Svarteskolan;YSTAD KOMMUN
77838140;Sövestads skola;YSTAD KOMMUN
54436997;Västerportskolan;YSTAD KOMMUN
38604678;Nösnäsgymnasiet 5;STENUNGSUNDS KOMMUN
90399330;Kvibergsnässkolan 1-9;GÖTEBORGS KOMMUN
71893438;Da Vinciskolan 1;ALE KOMMUN
71729095;Da Vinciskolan 2;ALE KOMMUN
23297551;Anpassad grundskola 1-6;ALE KOMMUN
26262429;Anpassad grundskola 7-9;ALE KOMMUN
99882962;HamnaSkolan;Ellithan AB
88986563;JENSEN Gymnasium Eskilstuna;JENSEN EDUCATION COLLEGE AB
92192566;JENSEN Gymnasium Örebro;JENSEN EDUCATION COLLEGE AB
95938848;Brenäs skola;FINSPÅNGS KOMMUN
61886556;Central rapportering av modersmålspersonal;FINSPÅNGS KOMMUN
60106183;Rejmyre skola;FINSPÅNGS KOMMUN
85694598;Anpassad grundskola;FINSPÅNGS KOMMUN
61195886;Kattegattgymnasiet 5;HALMSTADS KOMMUN
19413066;Kattegattgymnasiet 6;HALMSTADS KOMMUN
13993712;Sturegymnasiet 5;HALMSTADS KOMMUN
77130356;Sturegymnasiet 3;HALMSTADS KOMMUN
76776855;Bastasjö Friskola AB;Bastasjö Friskola AB
65615078;JENSEN Gymnasium Wenngarn;JENSEN EDUCATION COLLEGE AB
56197506;Vätternskolan F-3;MOTALA KOMMUN
87963970;Hällaskolan;MOTALA KOMMUN
48868251;Norra skolan F-1;MOTALA KOMMUN
48173987;Norra skolan 2-6;MOTALA KOMMUN
74678703;Central Insamlingsenhet;MOTALA KOMMUN
91471473;Komvux Berg;BERGS KOMMUN
39619656;Svenarums skola;VAGGERYDS KOMMUN
63111806;Källskolan F-5;FÖRENINGEN FÖR KRISTEN SKOLA I UPPLANDS-BRO
59551033;Förskola Skola Via Emilia;FÖRSKOLA SKOLA VIA EMILIA EK. FÖR.
69611652;Kronaskolan F-3 MA;ALE KOMMUN
24221144;Paradisskolans fritidshem;TROLLHÄTTANS KOMMUN
16493131;Bessemerskolan;SANDVIKENS KOMMUN
49730276;Central Insamlingsenhet - kommunal verksamhet centrum för flerspråkighet;VÄSTERÅS KOMMUN
49845987;Central Insamlingsenhet - kommunal verksamhet övrigt;VÄSTERÅS KOMMUN
60051507;Ekbergaskolan;VÄSTERÅS KOMMUN
64521958;Navetskolan;KARLSHAMNS KOMMUN
90180857;Central Insamlingsenhet;KARLSHAMNS KOMMUN
49021135;Södervikskolan AB;Södervikskolan AB
86569991;Dag och Natt;SANDVIKENS KOMMUN
18586060;Sätra skola;SANDVIKENS KOMMUN
50198492;Sannarpsgymnasiet 2;HALMSTADS KOMMUN
98052678;Sannarpsgymnasiet 4;HALMSTADS KOMMUN
95993832;Sannarpsgymnasiet 5;HALMSTADS KOMMUN
11067147;Björkhaga skola AGR;BOTKYRKA KOMMUN
30590473;Borgskolan AGR;BOTKYRKA KOMMUN
83361122;Sannarpsgymnasiet 6;HALMSTADS KOMMUN
81025260;Karolinerskolan;MELLERUDS KOMMUN
68515429;Vuxenutbildningen i Svenljunga;SVENLJUNGA KOMMUN
59246649;SFI;SVENLJUNGA KOMMUN
19795452;Vuxenutbildningen;MELLERUDS KOMMUN
39061592;Vuxenutbildningen/SFI;MELLERUDS KOMMUN
11681103;Gymnasieutbildn. i Svenljunga;SVENLJUNGA KOMMUN
97909265;Vuxenutbildningen/Särvux;MELLERUDS KOMMUN
57309254;Central Insamlingsenhet Enskild verksamhet;LINKÖPINGS KOMMUN
43172419;Bäckaskolan 7-9;GNOSJÖ KOMMUN
26185758;Bäckaskolan F-6;GNOSJÖ KOMMUN
78327115;Gnosjöandans kunskapsc. anpassade vux.;GNOSJÖ KOMMUN
10440237;Kulltorpsskolan;GNOSJÖ KOMMUN
99807729;Fittjaskolan Botkyrka Norra AGR;BOTKYRKA KOMMUN
30031281;Tullingebergsskolan AGR;BOTKYRKA KOMMUN
53426548;Brunnaskolan;BOTKYRKA KOMMUN
60096875;Skyttbrinks gymnasium;BOTKYRKA KOMMUN
90633361;I Ur och Skur Utsikten fritidshem;I UR OCH SKUR UTSIKTEN GÖTEBORG EK FÖR
15171331;Nordic International School, Stockholm;Nordic International School AB
49197086;Nordic International School Ystad;Nordic International School AB
97378761;JENSEN Gymnasium Norrköping;JENSEN EDUCATION COLLEGE AB
16597097;Nordic International School Uddevalla;Nordic International School AB
54917608;Nordic International School Västerås;Nordic International School AB
23589710;Central Insamlingsenhet Kommunal verksamhet;MALUNG-SÄLENS KOMMUN
87068079;Parkskolan;ÄLVSBYNS KOMMUN
15791044;Älvsbyns gymnasium;ÄLVSBYNS KOMMUN
28848709;Lunds Fordonstekniska Gymn.;LUNDS FORDONSTEKNISKA GYMNASIUM AB
36885104;Vuxenutbildningen;ÄLVSBYNS KOMMUN
63863363;Älvbrinkens skola;VINDELNS KOMMUN
37887150;Nordic International School Nacka;Nordic International School AB
71597051;LM Engströms gymnasium;PETER ISAAC BÉENS UTBILDNINGSSTIFTELSE
96920524;Finnvedens Gymnasium 3;VÄRNAMO KOMMUN
18217765;Finnvedens Gymnasium 4;VÄRNAMO KOMMUN
34946408;Central Insamlingsenhet  Resurscentrum;VETLANDA KOMMUN
84123958;Horda skola;VÄRNAMO KOMMUN
55295253;Gymnasieskolan;ÖVERKALIX KOMMUN
65244856;Åbymoskolan 1;NORRKÖPINGS KOMMUN
18624338;Komvux, SFI;ÖVERKALIX KOMMUN
68929113;Vuxenutbildning;ÖVERKALIX KOMMUN
13114568;Rydaholms skola;VÄRNAMO KOMMUN
85160786;Grundskola Överkalix kommun;ÖVERKALIX KOMMUN
90809860;Trälleborg;VÄRNAMO KOMMUN
50308658;Strandskolan;ÖVERKALIX KOMMUN
57062315;Åkerskolan;ÖVERKALIX KOMMUN
33139103;Björkviks skola;KATRINEHOLMS KOMMUN
56008366;Central Insamlingsenhet  Modersmålslärare;VETLANDA KOMMUN
85558176;Strångsjö skola;KATRINEHOLMS KOMMUN
47585300;Lindskolan;HUDDINGE KOMMUN
39229061;Östra grundskolan;HUDDINGE KOMMUN
65775192;Ängskolan 7-9;SUNDBYBERGS KOMMUN
32492188;Fenix Gymnasium 1;VAGGERYDS KOMMUN
40732887;Amadeo Stockholm;Amadeo Utbildning AB
64100343;Central Insamlingsenhet - kommunal öppen fritidsverksamhet 10-12-åringar;VÄSTERÅS KOMMUN
70291346;Central Insamlingsenhet - upphandlad öppen fritidsverksamhet 10-12 åringar;VÄSTERÅS KOMMUN
65459851;Imanskolan;STIFTELSEN IMANSKOLAN
88556189;Praktiska Gymnasiet Majorna;Praktiska Sverige AB
72684556;Framstegsskolan i Stockholm;STIFTELSEN FRAMSTEGSSKOLAN
82604674;Elevhälsan;VÄNERSBORGS KOMMUN
22229464;Broholmskolan Vara;Broholmskolans ekonomiska förening
49559000;Mariedalskolan Anpassad Grundskola;VÄNERSBORGS KOMMUN
72509254;Lunaskolan Bromma;Utvecklingspedagogik Sverige Aktiebolag
53594009;Hemspråksundervisningen;VÄNERSBORGS KOMMUN
32017880;Silvertärnan Öster;VÄNERSBORGS KOMMUN
87882842;Dragonskolan AGy;UMEÅ KOMMUN
31702620;Forslundagymnasiet AGy;UMEÅ KOMMUN
27670454;Midgårdsskolan AGy;UMEÅ KOMMUN
10425474;Idrottsgymnasiet Dragonskolan;UMEÅ KOMMUN
16338634;Central Insamlingsenhet;SALA KOMMUN
62812509;Ekebyskolan;SALA KOMMUN
30329172;Bromangymnasiet 3 - Anpassad gymnasieskola;HUDIKSVALLS KOMMUN
29704854;Hudiksvalls anpassade grundskola;HUDIKSVALLS KOMMUN
71150735;Komvux som anpassad utbildning;HUDIKSVALLS KOMMUN
43313472;Håsta skola;HUDIKSVALLS KOMMUN
66482268;Vuxenutbildningen Trollhättan 1;Kunskapsförbundet Väst
67830550;Vuxenutbildningen Trollhättan 2;Kunskapsförbundet Väst
31561371;Vuxenutbildningen Vänersborg 1;Kunskapsförbundet Väst
